"location_code","region_code","name","location_type","description","address","website_url","is_active"
"LOC_170","REG_030","백송가모나카본포 에스팔 센다이점(白松がモナカ本舗 仙台エスパル店)","역","센다이역 직결 에스팔 지하의 화과자 매장으로 백송 모나카와 양갱을 구매하기 좋다.","〒980-0021 宮城県仙台市青葉区中央1丁目1-1 エスパル仙台店 B1F","https://maps.google.com/maps?q=%E7%99%BD%E6%9D%BE%E3%81%8C%E3%83%A2%E3%83%8A%E3%82%AB%E6%9C%AC%E8%88%97+%E4%BB%99%E5%8F%B0%E3%82%A8%E3%82%B9%E3%83%91%E3%83%AB%E5%BA%97","1"
"LOC_171","REG_030","후지사키 본관(藤崎 本館)","백화점","센다이 이치반초의 지역 백화점으로 센다이 명과와 미야기 특산품 선물 코너를 이용하기 좋다.","〒980-8652 宮城県仙台市青葉区一番町3丁目2-17","https://maps.google.com/maps?q=%E8%97%A4%E5%B4%8E+%E6%9C%AC%E9%A4%A8+%E4%BB%99%E5%8F%B0","1"
"LOC_172","REG_030","규탄 숯불구이 리큐 센다이역점(牛たん炭焼 利久 仙台駅店)","역","센다이역 3층 우설 거리의 리큐 매장으로 식사와 함께 우설 관련 상품을 확인하기 좋다.","〒980-0021 宮城県仙台市青葉区中央1-1-1 仙台駅3F牛たん通り","https://maps.google.com/maps?q=%E7%89%9B%E3%81%9F%E3%82%93%E7%82%AD%E7%84%BC+%E5%88%A9%E4%B9%85+%E4%BB%99%E5%8F%B0%E9%A7%85%E5%BA%97","1"
"LOC_173","REG_030","가마보코노 가네자키 사사카마관(かまぼこの鐘崎 笹かま館)","기타","가네자키의 사사카마보코 체험·판매 시설로 어묵류 선물과 지역 식품을 구입할 수 있다.","〒984-0001 宮城県仙台市若林区鶴代町6-65","https://maps.google.com/maps?q=%E3%81%8B%E3%81%BE%E3%81%BC%E3%81%93%E3%81%AE%E9%90%98%E5%B4%8E+%E7%AC%B9%E3%81%8B%E3%81%BE%E9%A4%A8","1"
"LOC_174","REG_030","코케시노 시마누키 본점(こけしのしまぬき 本店)","기념품샵","센다이 이치반초의 노포 민예품점으로 코케시, 다루마, 다마무시누리 등 동북 공예품을 취급한다.","〒980-0811 宮城県仙台市青葉区一番町3丁目1-17 しまぬきビル1F","https://maps.google.com/maps?q=%E3%81%93%E3%81%91%E3%81%97%E3%81%AE%E3%81%97%E3%81%BE%E3%81%AC%E3%81%8D+%E6%9C%AC%E5%BA%97+%E4%BB%99%E5%8F%B0","1"
"LOC_175","REG_031","쓰보야 기바나노모리(壺屋 き花の杜)","기념품샵","아사히카와 대표 과자 기바나를 만드는 쓰보야의 매장 겸 카페형 시설이다.","〒078-8316 北海道旭川市南6条通19丁目","https://maps.google.com/maps?q=%E5%A3%BA%E5%B1%8B%20%E3%81%8D%E8%8A%B1%E3%81%AE%E6%9D%9C%20%E3%80%92078-8316%20%E5%8C%97%E6%B5%B7%E9%81%93%E6%97%AD%E5%B7%9D%E5%B8%82%E5%8D%976%E6%9D%A1%E9%80%9A19%E4%B8%81%E7%9B%AE","1"
"LOC_176","REG_031","더 선 구로도 본점(The Sun 蔵人 本店)","기념품샵","아사히카와의 로바과자사 계열 브랜드 매장으로 구라나마와 구라마루 등을 판매한다.","〒078-8318 北海道旭川市神楽岡8条1丁目","https://maps.google.com/maps?q=The%20Sun%20%E8%94%B5%E4%BA%BA%20%E6%9C%AC%E5%BA%97%20%E3%80%92078-8318%20%E5%8C%97%E6%B5%B7%E9%81%93%E6%97%AD%E5%B7%9D%E5%B8%82%E7%A5%9E%E6%A5%BD%E5%B2%A18%E6%9D%A11%E4%B8%81%E7%9B%AE","1"
"LOC_177","REG_031","아사히콩 총본포 교세이제과(旭豆総本舗 共成製菓)","기념품샵","아사히카와 전통 콩과자 아사히콩을 제조·판매하는 지역 제과점이다.","〒070-0034 北海道旭川市4条通13丁目右1号","https://maps.google.com/maps?q=%E5%85%B1%E6%88%90%E8%A3%BD%E8%8F%93%20%E3%80%92070-0034%20%E5%8C%97%E6%B5%B7%E9%81%93%E6%97%AD%E5%B7%9D%E5%B8%824%E6%9D%A1%E9%80%9A13%E4%B8%81%E7%9B%AE%E5%8F%B31%E5%8F%B7","1"
"LOC_178","REG_031","다카사고주조 메이지주조장(高砂酒造 明治酒蔵)","기타","아사히카와 지주 고쿠시무소와 다이세쓰를 만드는 주조장의 견학·판매 거점이다.","〒070-0030 北海道旭川市宮下通17丁目右1号","https://maps.google.com/maps?q=%E9%AB%98%E7%A0%82%E9%85%92%E9%80%A0%20%E6%98%8E%E6%B2%BB%E9%85%92%E8%94%B5%20%E3%80%92070-0030%20%E5%8C%97%E6%B5%B7%E9%81%93%E6%97%AD%E5%B7%9D%E5%B8%82%E5%AE%AE%E4%B8%8B%E9%80%9A17%E4%B8%81%E7%9B%AE%E5%8F%B31%E5%8F%B7","1"
"LOC_179","REG_031","토미야 향토민예 본점(トミヤ郷土民芸 本店)","기념품샵","아사히카와의 민예품·동물원 굿즈·목공예품을 취급하는 기념품점이다.","〒070-0043 北海道旭川市常盤通1丁目","https://maps.google.com/maps?q=%E3%83%88%E3%83%9F%E3%83%A4%E9%83%B7%E5%9C%9F%E6%B0%91%E8%8A%B8%20%E3%80%92070-0043%20%E5%8C%97%E6%B5%B7%E9%81%93%E6%97%AD%E5%B7%9D%E5%B8%82%E5%B8%B8%E7%9B%A4%E9%80%9A1%E4%B8%81%E7%9B%AE","1"
"LOC_180","REG_031","아사히카와 관광물산정보센터(旭川観光物産情報センター)","역","JR 아사히카와역 내에서 지역 특산품과 관광 정보를 함께 접할 수 있는 물산 거점이다.","〒070-0030 北海道旭川市宮下通8丁目3-1 JR旭川駅東コンコース","https://maps.google.com/maps?q=%E6%97%AD%E5%B7%9D%E8%A6%B3%E5%85%89%E7%89%A9%E7%94%A3%E6%83%85%E5%A0%B1%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20JR%E6%97%AD%E5%B7%9D%E9%A7%85%E6%9D%B1%E3%82%B3%E3%83%B3%E3%82%B3%E3%83%BC%E3%82%B9","1"
"LOC_181","REG_031","사사키공예 쇼룸(SASAKI KOGEI ショールーム)","기념품샵","아사히카와 목공예 제품을 직접 확인할 수 있는 사사키공예의 쇼룸이다.","〒071-1424 北海道上川郡東川町南町4丁目2-16","https://maps.google.com/maps?q=SASAKI%20KOGEI%20%E3%82%B7%E3%83%A7%E3%83%BC%E3%83%AB%E3%83%BC%E3%83%A0%20%E3%80%92071-1424%20%E5%8C%97%E6%B5%B7%E9%81%93%E4%B8%8A%E5%B7%9D%E9%83%A1%E6%9D%B1%E5%B7%9D%E7%94%BA%E5%8D%97%E7%94%BA4%E4%B8%81%E7%9B%AE2-16","1"
"LOC_182","REG_031","바이코켄 아사히카와 본점(梅光軒 旭川本店)","기타","아사히카와 라멘 브랜드 바이코켄의 본점으로 라멘 관련 상품의 대표 구매 거점이다.","〒070-0032 北海道旭川市2条通8丁目 ピアザビルB1F","https://maps.google.com/maps?q=%E6%A2%85%E5%85%89%E8%BB%92%20%E6%97%AD%E5%B7%9D%E6%9C%AC%E5%BA%97%20%E3%80%92070-0032%20%E5%8C%97%E6%B5%B7%E9%81%93%E6%97%AD%E5%B7%9D%E5%B8%822%E6%9D%A1%E9%80%9A8%E4%B8%81%E7%9B%AE%20%E3%83%94%E3%82%A2%E3%82%B6%E3%83%93%E3%83%ABB1F","1"
"LOC_183","REG_031","오토코야마 주조자료관(男山 酒造り資料館)","기타","아사히카와의 오토코야마 술 문화를 소개하고 관련 상품을 판매하는 주조 자료관이다.","〒079-8412 北海道旭川市永山2条7丁目1-33","https://maps.google.com/maps?q=%E7%94%B7%E5%B1%B1%20%E9%85%92%E9%80%A0%E3%82%8A%E8%B3%87%E6%96%99%E9%A4%A8%20%E3%80%92079-8412%20%E5%8C%97%E6%B5%B7%E9%81%93%E6%97%AD%E5%B7%9D%E5%B8%82%E6%B0%B8%E5%B1%B12%E6%9D%A17%E4%B8%81%E7%9B%AE1-33","1"
"LOC_184","REG_004","그랜드 키오스크 시즈오카(ASTY静岡 グランドキヨスク静岡)","역","JR 시즈오카역 구내의 대형 기념품 매장으로 시즈오카 과자·차·가공식품을 폭넓게 취급한다.","〒420-0851 静岡県静岡市葵区黒金町47 ASTY静岡","https://maps.google.com/maps?q=ASTY%E9%9D%99%E5%B2%A1%20%E3%82%B0%E3%83%A9%E3%83%B3%E3%83%89%E3%82%AD%E3%83%A8%E3%82%B9%E3%82%AF%E9%9D%99%E5%B2%A1","1"
"LOC_185","REG_004","후지산 시즈오카공항 매점(富士山静岡空港 売店)","공항","시즈오카 공항 내에서 현지 과자와 차, 가공식품을 구매할 수 있는 관광객용 판매 거점이다.","〒421-0411 静岡県牧之原市坂口3336-4 富士山静岡空港","https://maps.google.com/maps?q=%E5%AF%8C%E5%A3%AB%E5%B1%B1%E9%9D%99%E5%B2%A1%E7%A9%BA%E6%B8%AF%20%E5%A3%B2%E5%BA%97","1"
"LOC_186","REG_004","우나기파이 팩토리 매점(うなぎパイファクトリー 売店)","기념품샵","하마마쓰 명물 우나기파이의 공장 견학 시설 내 매점으로 춘화당 제품을 직접 구매할 수 있다.","〒432-8006 静岡県浜松市中央区大久保町748-51","https://maps.google.com/maps?q=%E3%81%86%E3%81%AA%E3%81%8E%E3%83%91%E3%82%A4%E3%83%95%E3%82%A1%E3%82%AF%E3%83%88%E3%83%AA%E3%83%BC%20%E5%A3%B2%E5%BA%97","1"
"LOC_187","REG_004","다마루야 본점(田丸屋本店)","기념품샵","시즈오카 와사비 절임으로 유명한 다마루야의 본점으로 와사비 가공품을 전문적으로 판매한다.","〒420-0852 静岡県静岡市葵区紺屋町6-7","https://maps.google.com/maps?q=%E7%94%B0%E4%B8%B8%E5%B1%8B%E6%9C%AC%E5%BA%97%20%E9%9D%99%E5%B2%A1%E5%B8%82%E8%91%B5%E5%8C%BA%E7%B4%BA%E5%B1%8B%E7%94%BA6-7","1"
"LOC_188","REG_004","타고노츠키 이마이즈미 본점(田子の月 今泉本店)","기념품샵","후지산 모티프 화과자로 알려진 타고노츠키의 본점으로 대표 과자류를 구매할 수 있다.","〒417-0001 静岡県富士市今泉380-1","https://maps.google.com/maps?q=%E7%94%B0%E5%AD%90%E3%81%AE%E6%9C%88%20%E4%BB%8A%E6%B3%89%E6%9C%AC%E5%BA%97","1"
"LOC_189","REG_004","마루타야 양과자점 간다 본점(まるたや洋菓子店 神田本店)","기념품샵","하마마쓰의 로컬 양과자점 본점으로 아게시오와 치즈박스 등 대표 제품을 판매한다.","〒432-8047 静岡県浜松市中央区神田町367","https://maps.google.com/maps?q=%E3%81%BE%E3%82%8B%E3%81%9F%E3%82%84%E6%B4%8B%E8%8F%93%E5%AD%90%E5%BA%97%20%E7%A5%9E%E7%94%B0%E6%9C%AC%E5%BA%97","1"
"LOC_190","REG_004","이즈 무라노에키(伊豆・村の駅)","기념품샵","미시마의 로컬 푸드 마켓으로 사쿠라에비·시라스 과자와 이즈 식품 기념품을 취급한다.","〒411-0815 静岡県三島市安久322-1","https://maps.google.com/maps?q=%E4%BC%8A%E8%B1%86%E3%83%BB%E6%9D%91%E3%81%AE%E9%A7%85%20%E4%B8%89%E5%B3%B6","1"
"LOC_191","REG_004","스루가 라쿠이치(駿府楽市)","기념품샵","JR 시즈오카역 아스티 내에 있는 전통공예·특산품 판매 공간으로 지역 선물을 고르기 좋다.","〒420-0851 静岡県静岡市葵区黒金町47 ASTY静岡西館","https://maps.google.com/maps?q=%E9%A7%BF%E5%BA%9C%E6%A5%BD%E5%B8%82%20ASTY%E9%9D%99%E5%B2%A1","1"
"LOC_192","REG_004","나나야 시즈오카점(ななや 静岡店)","기념품샵","시즈오카 말차 초콜릿과 차 스위츠를 판매하는 나나야의 시즈오카 시내 매장.","〒420-0031 静岡県静岡市葵区呉服町2-5-12","https://maps.google.com/maps?q=%E3%81%AA%E3%81%AA%E3%82%84+%E9%9D%99%E5%B2%A1%E5%BA%97+%E9%9D%99%E5%B2%A1%E5%B8%82%E8%91%B5%E5%8C%BA%E5%91%89%E6%9C%8D%E7%94%BA2-5-12","1"
"LOC_193","REG_004","야마다이치 파르셰점(やまだいち パルシェ店)","역","JR 시즈오카역 파르셰 식채관 내에서 야마다이치의 안베카와 모치를 판매하는 매장.","〒420-0851 静岡県静岡市葵区黒金町49 パルシェ食彩館","https://maps.google.com/maps?q=%E3%82%84%E3%81%BE%E3%81%A0%E3%81%84%E3%81%A1+%E3%83%91%E3%83%AB%E3%82%B7%E3%82%A7%E5%BA%97","1"
"LOC_194","REG_004","카쿠젠 쿠와나야 온라인/본사(カクゼン桑名屋)","기념품샵","시즈오카 명과 8의 자를 제조·판매하는 카쿠젠 쿠와나야의 판매 거점.","〒422-8058 静岡県静岡市駿河区中原713","https://maps.google.com/maps?q=%E3%82%AB%E3%82%AF%E3%82%BC%E3%83%B3%E6%A1%91%E5%90%8D%E5%B1%8B+%E9%9D%99%E5%B2%A1%E5%B8%82%E9%A7%BF%E6%B2%B3%E5%8C%BA%E4%B8%AD%E5%8E%9F713","1"
"LOC_195","REG_004","타코만 시즈오카 본점(たこまん 静岡本店)","기념품샵","원슈 지역 과자 브랜드 타코만의 시즈오카 시내 매장으로 대사구 등 지역 과자를 취급한다.","〒424-0847 静岡県静岡市清水区大坪2-4-1","https://maps.google.com/maps?q=%E3%81%9F%E3%81%93%E3%81%BE%E3%82%93+%E9%9D%99%E5%B2%A1%E6%9C%AC%E5%BA%97+%E5%A4%A7%E5%9D%AA2-4-1","1"
"LOC_196","REG_004","누쿠모리 공방 하마마쓰 본점(ぬくもり工房 浜松本店)","기념품샵","하마마쓰 전통 직물인 엔슈 면츠무기 잡화를 판매하는 공방형 매장.","〒浜松市周辺","https://maps.google.com/maps?q=%E3%81%AC%E3%81%8F%E3%82%82%E3%82%8A%E5%B7%A5%E6%88%BF+%E6%B5%9C%E6%9D%BE%E6%9C%AC%E5%BA%97","1"
"LOC_197","REG_004","야이즈 마르쉐(やいづマルシェ)","기념품샵","야이즈 지역 수산가공품과 사쿠라에비 과자 등을 판매하는 온라인·지역 특산품 판매처.","静岡県焼津市","https://maps.google.com/maps?q=%E3%82%84%E3%81%84%E3%81%A5%E3%83%9E%E3%83%AB%E3%82%B7%E3%82%A7","1"
"LOC_198","REG_005","오카시노 고바이 하쿠잔 본점(お菓子の香梅 白山本店)","기타","오카시노 고바이의 구마모토 시내 본점으로 진다이코와 무샤가에시 등 대표 화과자를 판매한다.","〒862-0959 熊本県熊本市中央区白山1丁目6-31","https://maps.google.com/maps?q=%E3%81%8A%E8%8F%93%E5%AD%90%E3%81%AE%E9%A6%99%E6%A2%85+%E7%99%BD%E5%B1%B1%E6%9C%AC%E5%BA%97+%E3%80%92862-0959+%E7%86%8A%E6%9C%AC%E7%9C%8C%E7%86%8A%E6%9C%AC%E5%B8%82%E4%B8%AD%E5%A4%AE%E5%8C%BA%E7%99%BD%E5%B1%B11-6-31","1"
"LOC_199","REG_032","교토역 하치조구치 기념품 매장(京都駅八条口お土産売場)","역","교토역 내 관광객 동선에 있는 기념품 매장권으로 과자와 교토 한정 상품을 폭넓게 구매할 수 있다.","京都府京都市下京区東塩小路高倉町8-3","https://maps.google.com/maps?q=%E4%BA%AC%E9%83%BD%E9%A7%85+%E5%85%AB%E6%9D%A1%E5%8F%A3+%E3%81%8A%E5%9C%9F%E7%94%A3","1"
"LOC_200","REG_032","교토타워 산도(京都タワーサンド)","기념품샵","교토역 앞 복합 상업시설로 교토 과자와 잡화 브랜드 매장이 모여 있다.","〒600-8216 京都府京都市下京区東塩小路町721-1 京都タワービル","https://maps.google.com/maps?q=%E4%BA%AC%E9%83%BD%E3%82%BF%E3%83%AF%E3%83%BC%E3%82%B5%E3%83%B3%E3%83%89","1"
"LOC_201","REG_032","제이알 교토 이세탄(JR京都伊勢丹)","백화점","교토역과 연결된 백화점으로 지하 식품관과 화과자 매장에서 교토 명과를 구매하기 좋다.","〒600-8555 京都府京都市下京区烏丸通塩小路下ル東塩小路町","https://maps.google.com/maps?q=JR%E4%BA%AC%E9%83%BD%E4%BC%8A%E5%8B%A2%E4%B8%B9","1"
"LOC_202","REG_032","교쓰케모노 니시리 기온점(京つけもの西利 祇園店)","기념품샵","니시리의 교토 절임류를 직접 고를 수 있는 기온 지역 매장이다.","〒605-0074 京都府京都市東山区祇園町南側578","https://maps.google.com/maps?q=%E4%BA%AC%E3%81%A4%E3%81%91%E3%82%82%E3%81%AE%E8%A5%BF%E5%88%A9+%E7%A5%87%E5%9C%92%E5%BA%97","1"
"LOC_203","REG_032","요지야 기온본점(よーじや 祇園本店)","기타","요지야의 화장 잡화와 스킨케어 상품을 구매할 수 있는 대표 매장이다.","〒605-0073 京都府京都市東山区祇園町北側270-11","https://maps.google.com/maps?q=%E3%82%88%E3%83%BC%E3%81%98%E3%82%84+%E7%A5%87%E5%9C%92%E6%9C%AC%E5%BA%97","1"
"LOC_204","REG_032","쇼에이도 교토본점(松栄堂 京都本店)","기타","교토 향 전문점의 본점으로 인센스와 향 관련 소품을 구입할 수 있다.","〒604-0857 京都府京都市中京区烏丸通二条上ル東側","https://maps.google.com/maps?q=%E6%9D%BE%E6%A0%84%E5%A0%82+%E4%BA%AC%E9%83%BD%E6%9C%AC%E5%BA%97","1"
"LOC_205","REG_032","소우소우 타비(SOU・SOU 足袋)","기타","교토 디자인 브랜드 SOU・SOU의 신발·양말류 전문 매장이다.","京都府京都市中京区新京極通四条上ル中之町583-6","https://maps.google.com/maps?q=SOU%E3%83%BBSOU+%E8%B6%B3%E8%A2%8B","1"
"LOC_206","REG_032","아이바(阿以波)","기타","원禄 시대부터 이어진 교토 전통 부채 전문점이다.","〒604-8111 京都府京都市中京区三条通柳馬場東入中之町20","https://maps.google.com/maps?q=%E4%BA%AC%E3%81%86%E3%81%A1%E3%82%8F+%E9%98%BF%E4%BB%A5%E6%B3%A2","1"
"LOC_207","REG_032","잇포도차호 교토본점(一保堂茶舗 京都本店)","기타","1717년 창업한 교토 일본차 전문점의 본점이다.","〒604-0915 京都府京都市中京区寺町通二条上ル常盤木町52","https://maps.google.com/maps?q=%E4%B8%80%E4%BF%9D%E5%A0%82%E8%8C%B6%E8%88%97+%E4%BA%AC%E9%83%BD%E6%9C%AC%E5%BA%97","1"
"LOC_208","REG_032","하라료카쿠 본점(原了郭 本店)","기타","기온에서 흑칠미와 향신료를 판매하는 노포 매장이다.","〒605-0074 京都府京都市東山区祇園町南側573","https://maps.google.com/maps?q=%E5%8E%9F%E4%BA%86%E9%83%AD+%E6%9C%AC%E5%BA%97","1"
"LOC_209","REG_032","시치미야혼포 본점(七味家本舗 本店)","기념품샵","기요미즈데라 참도에 있는 칠미 전문 노포 매장이다.","〒605-0862 京都府京都市東山区清水2丁目221","https://maps.google.com/maps?q=%E4%B8%83%E5%91%B3%E5%AE%B6%E6%9C%AC%E8%88%97+%E6%9C%AC%E5%BA%97","1"
"LOC_210","REG_032","에이라쿠야 시조점(永楽屋 四条店)","기타","교토 노포 손수건·풍로시키 브랜드의 중심 매장 중 하나다.","〒600-8004 京都府京都市下京区四条通寺町東入御旅町34","https://maps.google.com/maps?q=%E6%B0%B8%E6%A5%BD%E5%B1%8B+%E5%9B%9B%E6%9D%A1%E5%BA%97","1"
"LOC_211","REG_032","오차노코사이사이 산넨자카 본점(おちゃのこさいさい 産寧坂本店)","기념품샵","교토식 매운 조미료와 향신료 상품을 판매하는 산넨자카 매장이다.","〒605-0862 京都府京都市東山区清水3丁目316-4","https://maps.google.com/maps?q=%E3%81%8A%E3%81%A1%E3%82%83%E3%81%AE%E3%81%93%E3%81%95%E3%81%84%E3%81%95%E3%81%84+%E7%94%A3%E5%AF%A7%E5%9D%82%E6%9C%AC%E5%BA%97","1"
"LOC_212","REG_032","다치키치 교토 시조 본점(たち吉 京都四条本店)","기타","교토 식기 브랜드 다치키치의 본점으로 교야키·기요미즈야키 계열 식기를 취급한다.","〒600-8004 京都府京都市下京区四条通富小路角","https://maps.google.com/maps?q=%E3%81%9F%E3%81%A1%E5%90%89+%E4%BA%AC%E9%83%BD%E5%9B%9B%E6%9D%A1%E6%9C%AC%E5%BA%97","1"
"LOC_213","REG_032","쓰루야요시노부 본점(鶴屋吉信 本店)","기타","1803년 창업한 교토 니시진의 교토 화과자 노포 본점이다.","〒602-8434 京都府京都市上京区今出川通堀川西入西船橋町340","https://maps.google.com/maps?q=%E9%B6%B4%E5%B1%8B%E5%90%89%E4%BF%A1%20%E6%9C%AC%E5%BA%97%20%E4%BA%AC%E9%83%BD%E5%BA%9C%E4%BA%AC%E9%83%BD%E5%B8%82%E4%B8%8A%E4%BA%AC%E5%8C%BA%E4%BB%8A%E5%87%BA%E5%B7%9D%E9%80%9A%E5%A0%80%E5%B7%9D%E8%A5%BF%E5%85%A5%E8%A5%BF%E8%88%B9%E6%A9%8B%E7%94%BA340","1"
"LOC_214","REG_032","사사야이오리 본점(笹屋伊織 本店)","기타","도라야키와 교토 화과자를 판매하는 시치조오미야의 노포 매장이다.","〒600-8831 京都府京都市下京区七条通大宮西入花畑町86","https://maps.google.com/maps?q=%E7%AC%B9%E5%B1%8B%E4%BC%8A%E7%B9%94%20%E6%9C%AC%E5%BA%97%20%E4%BA%AC%E9%83%BD%E5%B8%82%E4%B8%8B%E4%BA%AC%E5%8C%BA%E4%B8%83%E6%9D%A1%E9%80%9A%E5%A4%A7%E5%AE%AE%E8%A5%BF%E5%85%A5%E8%8A%B1%E7%95%91%E7%94%BA86","1"
"LOC_215","REG_032","에이라쿠야 본점(永楽屋 本店)","기타","교토식 조림 반찬과 화과자를 함께 취급하는 시조가와라마치 부근의 노포 본점이다.","〒604-8026 京都府京都市中京区河原町通四条上る東側","https://maps.google.com/maps?q=%E6%B0%B8%E6%A5%BD%E5%B1%8B%20%E6%9C%AC%E5%BA%97%20%E4%BA%AC%E9%83%BD%20%E6%B2%B3%E5%8E%9F%E7%94%BA%E5%9B%9B%E6%9D%A1","1"
"LOC_216","REG_032","한베에후 본점(半兵衛麸 本店)","기타","교토의 생麩와 유바를 판매하는 고조 지역의 전통 식품점이다.","〒605-0903 京都府京都市東山区問屋町通五条下る上人町433","https://maps.google.com/maps?q=%E5%8D%8A%E5%85%B5%E8%A1%9B%E9%BA%B8%20%E6%9C%AC%E5%BA%97%20%E4%BA%AC%E9%83%BD%E5%B8%82%E6%9D%B1%E5%B1%B1%E5%8C%BA%E5%95%8F%E5%B1%8B%E7%94%BA%E9%80%9A%E4%BA%94%E6%9D%A1%E4%B8%8B%E3%82%8B%E4%B8%8A%E4%BA%BA%E7%94%BA433","1"
"LOC_217","REG_032","본가 니시오 야쓰하시 본점(本家西尾八ッ橋 本店)","기념품샵","생야쓰하시와 구운 야쓰하시를 취급하는 교토 야쓰하시 노포 본점이다.","〒606-8391 京都府京都市左京区聖護院西町7","https://maps.google.com/maps?q=%E6%9C%AC%E5%AE%B6%E8%A5%BF%E5%B0%BE%E5%85%AB%E3%83%83%E6%A9%8B%20%E6%9C%AC%E5%BA%97%20%E4%BA%AC%E9%83%BD%E5%B8%82%E5%B7%A6%E4%BA%AC%E5%8C%BA%E8%81%96%E8%AD%B7%E9%99%A2%E8%A5%BF%E7%94%BA7","1"
"LOC_218","REG_032","가메야키요나가 본점(亀屋清永 本店)","기타","기온 이시단시타에 있는 교토 전통 화과자 노포 매장이다.","〒605-0074 京都府京都市東山区祇園町南側534","https://maps.google.com/maps?q=%E4%BA%80%E5%B1%8B%E6%B8%85%E6%B0%B8%20%E6%9C%AC%E5%BA%97%20%E4%BA%AC%E9%83%BD%E5%B8%82%E6%9D%B1%E5%B1%B1%E5%8C%BA%E7%A5%87%E5%9C%92%E7%94%BA%E5%8D%97%E5%81%B4534","1"
"LOC_219","REG_032","료쿠주안 시미즈 본점(緑寿庵清水 本店)","기타","교토의 금평당 전문점으로 계절 한정 금평당을 판매하는 본점이다.","〒606-8301 京都府京都市左京区吉田泉殿町38-2","https://maps.google.com/maps?q=%E7%B7%91%E5%AF%BF%E5%BA%B5%E6%B8%85%E6%B0%B4%20%E6%9C%AC%E5%BA%97%20%E4%BA%AC%E9%83%BD%E5%B8%82%E5%B7%A6%E4%BA%AC%E5%8C%BA%E5%90%89%E7%94%B0%E6%B3%89%E6%AE%BF%E7%94%BA38-2","1"
"LOC_220","REG_032","무라야마조스 본사 매장(村山造酢 本社)","기타","교토 히가시야마에서 전통 식초 千鳥酢를 만드는 제조사 본사다.","〒605-0904 京都府京都市東山区大黒町通松原下る北御門町","https://maps.google.com/maps?q=%E6%9D%91%E5%B1%B1%E9%80%A0%E9%85%A2%20%E4%BA%AC%E9%83%BD%E5%B8%82%E6%9D%B1%E5%B1%B1%E5%8C%BA","1"
"LOC_221","REG_032","가메야요시나가 본점(亀屋良長 本店)","기타","사메가이 물로 만든 교토 화과자를 판매하는 시조사메가이의 노포 본점이다.","〒600-8498 京都府京都市下京区四条通油小路西入柏屋町17-19","https://maps.google.com/maps?q=%E4%BA%80%E5%B1%8B%E8%89%AF%E9%95%B7%20%E6%9C%AC%E5%BA%97%20%E4%BA%AC%E9%83%BD%E5%B8%82%E4%B8%8B%E4%BA%AC%E5%8C%BA%E6%9F%8F%E5%B1%8B%E7%94%BA17-19","1"
"LOC_222","REG_032","규쿄도 교토 테라마치 본점(鳩居堂 京都寺町本店)","기타","향과 서화용품, 편지지류를 취급하는 교토 테라마치의 전통 상점이다.","〒604-8091 京都府京都市中京区寺町通姉小路上る下本能寺前町520","https://maps.google.com/maps?q=%E9%B3%A9%E5%B1%85%E5%A0%82%20%E4%BA%AC%E9%83%BD%E5%AF%BA%E7%94%BA%E6%9C%AC%E5%BA%97","1"
"LOC_223","REG_032","안다넨주텐 교토본점(安田念珠店 京都本店)","기타","교토 장인이 만든 염주와 염주 팔찌를 취급하는 전문점이다.","〒604-8081 京都府京都市中京区寺町通三条上ル天性寺前町","https://maps.google.com/maps?q=%E5%AE%89%E7%94%B0%E5%BF%B5%E7%8F%A0%E5%BA%97%20%E4%BA%AC%E9%83%BD%E6%9C%AC%E5%BA%97","1"
"LOC_224","REG_032","이치하라헤이베에상점(市原平兵衛商店)","기타","1764년 창업한 교토 젓가락 전문점으로 다양한 식사용 젓가락을 판매한다.","〒600-8071 京都府京都市下京区堺町通四条下る小石町118-1","https://maps.google.com/maps?q=%E5%B8%82%E5%8E%9F%E5%B9%B3%E5%85%B5%E8%A1%9B%E5%95%86%E5%BA%97%20%E4%BA%AC%E9%83%BD%E5%B8%82%E4%B8%8B%E4%BA%AC%E5%8C%BA%E5%B0%8F%E7%9F%B3%E7%94%BA118-1","1"
"LOC_225","REG_032","가이카도 본점(開化堂 本店)","기타","손으로 만든 교토 차통을 판매하는 전통 금속 공예 브랜드 본점이다.","〒600-8127 京都府京都市下京区河原町通六条東入梅湊町84-1","https://maps.google.com/maps?q=%E9%96%8B%E5%8C%96%E5%A0%82%20%E6%9C%AC%E5%BA%97%20%E4%BA%AC%E9%83%BD%E5%B8%82%E4%B8%8B%E4%BA%AC%E5%8C%BA%E6%A2%85%E6%B9%8A%E7%94%BA84-1","1"
"LOC_226","REG_032","가나아미쓰지 교토 본점(金網つじ 京都本店)","기타","교토 금망 공예품과 차 도구를 취급하는 수공예 브랜드 매장이다.","〒605-0811 京都府京都市東山区小松町570-13","https://maps.google.com/maps?q=%E9%87%91%E7%B6%B2%E3%81%A4%E3%81%98%20%E4%BA%AC%E9%83%BD%E6%9C%AC%E5%BA%97","1"
