product_code,name_ko,name_jp,brand_name,primary_region_code,price_range_code,price,description,purchase_tip,is_region_limited,image_url,source_note
PRD_374,세토론,せとろん,라 파미유(ラ・ファミーユ),REG_011,PRC_02,1188,세토론은 라 파미유의 세토우치 레몬 테마 케이크입니다. 세토우치 레몬을 사용해 상큼하고 산뜻한 향을 살린 한입 크기 레몬 케이크로 소개됩니다. 지역 과일의 이미지를 디저트에 담은 제품이라 가볍게 먹는 기념품형 양과자 성격이 강합니다.,상큼한 맛이라 연인·친구 선물로 좋음,1,https://thumbnail.image.rakuten.co.jp/@0_mall/rednails/cabinet/tronc/248-tr-111262000.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/g00q30zn.16t5u31d.g00q30zn.16t5vec7/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Frednails%2F248-tr-111262000%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frednails%2Fi%2F10159887%2F&rafcid=wsc_i_is_b93111dd-e085-46a2-a75f-28c1ee5d2de6
PRD_375,야돈 손수건 사누키 노리조메,ヤドン手拭い（讃岐のり染め）,오카와라 염색본포(㈲大川原染色本舗),REG_011,PRC_03,2750,"야돈 손수건 사누키 노리조메는 에도 시대부터 이어진 사누키 풀염색 전통을 바탕으로 만든 손염색 손수건입니다. 오카와라 염색본포는 200년 넘게 사누키 노리조메를 계승해 온 곳으로 소개됩니다. 이 상품은 야돈 캐릭터를 전통 염색 기법으로 표현해, 지역 공예와 캐릭터 기념품을 결합한 아이템입니다.",실용성과 지역 공예성이 함께 있음,1,https://dzwpvqehwr7zl.cloudfront.net/omios/products/generated/_review/PRD_375/PRD_375_packshot_v1.png,https://www.ritsurinan.jp/c/traditionalcrafts/gd534
PRD_376,야돈 텀블러,ヤドンタンブラー,이치와도 공예(一和堂工芸㈱),REG_011,PRC_06,6600,"야돈 텀블러는 이치와도 공예가 만든 가가와 칠기 계열의 텀블러입니다. 상품 설명에는 야돈 그림이 색옻으로 그려져 있다고 소개됩니다. 전통 옻칠 공예의 질감과 캐릭터 디자인을 결합한 생활 공예품으로, 가가와 칠기의 지역성을 담은 상품입니다.",고가라 특별한 사람에게 추천,1,https://dzwpvqehwr7zl.cloudfront.net/omios/products/generated/_review/PRD_376/PRD_376_packshot_v1.png,https://www.ritsurinan.jp/c/traditionalcrafts/gd507
PRD_377,조코쿠누리 원형 쟁반 24cm,丸盆象谷塗 24cm,분신도 칠기공업(文新堂漆器工業㈲),REG_011,PRC_04,3850,"조코쿠누리 원형 쟁반은 분신도 칠기공업이 가가와 전통 기법인 조코쿠누리로 마감한 24센티미터 원형 쟁반입니다. 조코쿠누리는 가가와 칠기의 대표 기법 중 하나로, 차분한 질감과 깊은 색감이 특징입니다. 지름 24센티미터 크기의 생활 공예품이라 일상적인 그릇 받침이나 장식용 쟁반으로 활용할 수 있습니다.",어른·상사 선물로 품격 있음,1,https://thumbnail.image.rakuten.co.jp/@0_mall/auc-concent/cabinet/1precp/p/1021111.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/g00r0unn.16t5ub29.g00r0unn.16t5vb4b/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fauc-concent%2F1021111%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fauc-concent%2Fi%2F10002023%2F&rafcid=wsc_i_is_b93111dd-e085-46a2-a75f-28c1ee5d2de6
PRD_378,야돈 컵,ヤドンカップ,이치와도 공예(一和堂工芸㈱),REG_011,PRC_06,6600,"야돈 컵은 이치와도 공예가 만든 가가와 칠기 컵입니다. 상품 설명에는 야돈 그림이 색옻으로 그려져 있다고 소개됩니다. 손잡이가 있는 컵 형태에 전통 칠기 기법과 캐릭터 장식을 더한 제품으로, 생활용품과 지역 공예품의 성격을 함께 지닙니다.",캐릭터와 전통공예 결합 상품,1,https://dzwpvqehwr7zl.cloudfront.net/omios/products/generated/_review/PRD_378/PRD_378_packshot_v1.png,https://www.ritsurinan.jp/c/traditionalcrafts/gd503
PRD_379,밤나무 밥그릇 대,栗 飯椀 大,크래프트 아리오카(㈲クラフト・アリオカ),REG_011,PRC_06,6600,"밤나무 밥그릇 대는 크래프트 아리오카가 만든 가가와 칠기 밥그릇입니다. 상품 설명에는 밤나무 특유의 내수성이 뛰어난 밥그릇이라고 소개됩니다. 나무 소재의 자연스러운 결감과 옻칠 마감이 어우러져, 물을 자주 접하는 밥그릇으로 쓰기 좋은 생활 공예품입니다.",생활 공예품 선물로 오래 쓰기 좋음,1,https://thumbnail.image.rakuten.co.jp/@0_mall/select-penguin/cabinet/kitchen2/kt02-658-1.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/g00qgron.16t5ua6b.g00qgron.16t5v8ee/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fselect-penguin%2Fkt02-658%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fselect-penguin%2Fi%2F10021595%2F&rafcid=wsc_i_is_b93111dd-e085-46a2-a75f-28c1ee5d2de6
PRD_380,고마 삼채칠 젓가락,箸 こま三彩塗,모리 카키치 상점(㈱森嘉吉商店),REG_011,PRC_03,2640,고마 삼채칠 젓가락은 모리 카키치 상점의 가가와 칠기 젓가락입니다. 손잡이 부분에 고마누리 계열의 색감을 입혀 밝고 장식적인 인상을 주는 제품입니다. 전통 칠기에서 쓰이는 색 표현을 일상적인 젓가락에 적용한 생활 공예품입니다.,휴대·선물 모두 쉬운 전통공예품,1,https://dzwpvqehwr7zl.cloudfront.net/omios/products/generated/_review/PRD_380/PRD_380_packshot_v1.png,https://www.ritsurinan.jp/c/traditionalcrafts/gd471
PRD_381,유이테마리 스트랩 체리,栗林庵限定 YUITEMARI結い手まりストラップ・さくらんぼ,사누키 가가리 테마리 보존회(讃岐かがり手まり保存会),REG_011,PRC_04,3520,"유이테마리 스트랩 체리는 사누키 가가리 테마리 보존회의 쿠리린안 한정 스트랩입니다. 전통적인 사누키 가가리 테마리 기법을 작은 체리 모양 장식으로 응용한 상품입니다. 두 개의 작은 테마리가 체리처럼 매달린 형태라, 지역 수공예의 섬세한 실 장식과 귀여운 휴대용 소품 성격이 함께 드러납니다.",한정·수공예 느낌이 강한 기념품,1,https://dzwpvqehwr7zl.cloudfront.net/omios/products/generated/_review/PRD_381/PRD_381_packshot_v1.png,https://www.ritsurinan.jp/c/traditionalcrafts/gd529
PRD_382,야돈 보타오리 손수건,ヤドン保多織ハンカチ,이와베 보타오리 본포(㈱岩部保多織本舗),REG_011,PRC_02,1100,"야돈 보타오리 손수건은 이와베 보타오리 본포의 보타오리 직물 손수건입니다. 상품 설명에는 흰 바탕에 야돈의 분홍색을 염색한 보타오리 손수건이라고 소개됩니다. 보타오리 특유의 부드러운 촉감과 캐릭터 색감을 결합한 섬유 소품으로, 가가와 전통 직물의 질감을 일상용 손수건에 담은 제품입니다.",실용적이고 가벼워 여행자 선물에 좋음,1,https://dzwpvqehwr7zl.cloudfront.net/omios/products/generated/_review/PRD_382/PRD_382_packshot_v1.png,https://www.ritsurinan.jp/c/generalgoods/gd545
PRD_383,사누카이트 풍경,サヌカイトの風鈴 ひのきト音記号,히라이 석산(㈲平井石産),REG_011,PRC_04,3630,"사누카이트 풍경은 가가와에서 많이 산출되는 희소한 소리 나는 돌 사누카이트를 사용한 풍경입니다. 사누카이트는 두드리면 맑고 경쾌한 금속성 울림을 내는 천연석으로, 현지에서는 칸칸이시라고도 불립니다. 이 제품은 음색이 다른 두 개의 사누카이트와 편백나무, 높은음자리표 모티브를 결합해 소리와 장식성을 함께 살린 생활 소품입니다.",깨질 수 있으니 옷 사이에 넣어 포장 추천,1,https://dzwpvqehwr7zl.cloudfront.net/omios/products/generated/_review/PRD_383/PRD_383_packshot_v1.png,https://www.ritsurinan.jp/c/generalgoods/sanukite/gd536?__fw_token=ChQKEAoOCKq5p5eippQDFYjaBgoQAw
PRD_384,고토덴 차내 승차권형 메모장,車内乗車券型 メモ帳,다카마쓰 고토히라 전기철도(高松琴平電気鉄道㈱),REG_011,PRC_01,880,"고토덴 차내 승차권형 메모장은 다카마쓰 고토히라 전기철도의 현재 차내 승차권을 본떠 만든 메모장입니다. 실제 철도 승차권 이미지를 생활 문구로 옮긴 지역 교통 기념품입니다. 고토덴을 기억할 수 있는 디자인 요소가 분명해, 철도 팬이나 여행 기록용 소품으로 어울리는 상품입니다.",철도·문구 좋아하는 사람에게 추천,1,https://dzwpvqehwr7zl.cloudfront.net/omios/products/generated/_review/PRD_384/PRD_384_packshot_v1.png,https://www.ritsurinan.jp/c/generalgoods/gd567
PRD_385,히네리아게 150g,ひねり揚げ150g,나카노 제과(㈱中野製菓),REG_011,PRC_01,270,히네리아게는 나카노 제과의 150그램 스낵 과자입니다. 비틀어 튀긴 형태의 바삭한 식감과 소박하고 그리운 맛이 특징으로 소개됩니다. 국내산 밀가루와 전분류를 바탕으로 소금 간을 더한 옛날식 튀김 과자 성격의 간식입니다.,가벼운 간식·저가 선물용,1,https://dzwpvqehwr7zl.cloudfront.net/omios/products/generated/_review/PRD_385/PRD_385_packshot_v1.png,https://www.ritsurinan.jp/c/sweetsanddesserts/snacksandricecrackers/529-1
PRD_386,스다치 구미 40g,すだちグミ40g,도쿠시마현 물산센터(판매)(徳島県物産センター（販売）),REG_001,PRC_01,216,"스다치 구미는 도쿠시마 특산 감귤인 스다치의 상큼한 향을 담은 40그램 구미입니다. 작고 가볍게 먹을 수 있는 젤리형 간식으로, 도쿠시마 지역 과자 기념품 성격을 지닙니다. 새콤한 감귤 풍미를 간단한 구미 형태로 즐기도록 만든 상품입니다.",작고 저렴해 여러 명에게 나눠주기 좋음.,1,https://thumbnail.image.rakuten.co.jp/@0_mall/tokushima-shop/cabinet/00497881/15_10/gumi_su500a.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/g00qb1xn.16t5u308.g00qb1xn.16t5vfeb/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Ftokushima-shop%2F08-02-78%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Ftokushima-shop%2Fi%2F10000729%2F&rafcid=wsc_i_is_b93111dd-e085-46a2-a75f-28c1ee5d2de6
PRD_387,스다치 고프레트 10매입,すだちゴーフレット 10枚入,도쿠시마현 물산센터(판매)(徳島県物産センター（販売）),REG_001,PRC_01,648,스다치 고프레트는 도쿠시마 특산 스다치를 활용한 10매입 고프레트 과자입니다. 얇고 바삭한 고프레트 사이에 상큼한 스다치 풍미의 크림을 넣은 구성이 특징입니다. 감귤의 산뜻한 향을 가벼운 샌드 과자 형태로 담은 지역 과자입니다.,회사·학과 선물처럼 여러 명에게 나눌 때 적합.,1,https://thumbnail.image.rakuten.co.jp/@0_mall/tokushima-shop/cabinet/00497881/sudati_gofret.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/g00qb1xn.16t5u308.g00qb1xn.16t5vfeb/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Ftokushima-shop%2F08-02-31%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Ftokushima-shop%2Fi%2F10000589%2F&rafcid=wsc_i_is_b93111dd-e085-46a2-a75f-28c1ee5d2de6
PRD_388,스다치 파이 14매입,すだちパイ 14枚入,도쿠시마현 물산센터(판매)(徳島県物産センター（販売）),REG_001,PRC_01,648,"스다치 파이는 도쿠시마 특산 스다치의 향을 넣은 14매입 파이 과자입니다. 바삭한 파이 식감에 감귤류의 산뜻한 향을 더한 구성이 특징입니다. 도쿠시마 물산센터의 지역 과자 상품으로, 스다치의 상큼함을 구움 과자 형태로 담았습니다.",부피 대비 개수가 많아 단체 선물용으로 좋음.,1,https://thumbnail.image.rakuten.co.jp/@0_mall/tokushima-shop/cabinet/00497881/15_10/suda_pie28a.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/53033622.7bbb75b6.53033623.c98a76f0/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Ftokushima-shop%2F08-02-321%2F&m=https%3A%2F%2Fitem.rakuten.co.jp%2Ftokushima-shop%2F08-02-321%2F
PRD_389,스다치 젤리 6개입,すだちゼリー6個入,도쿠시마현 물산센터(徳島県物産センター),REG_001,PRC_01,756,"스다치 젤리는 도쿠시마 특산 스다치를 사용한 6개입 젤리입니다. 밀봉팩 형태로 구성되어 스다치 특유의 상큼한 향과 산미를 간편한 디저트로 맛볼 수 있습니다. 과일향이 산뜻한 지역 젤리 상품으로, 가볍게 먹기 좋은 간식입니다.",여름철 선물이나 아이 간식용으로 추천.,1,https://thumbnail.image.rakuten.co.jp/@0_mall/tokushima-shop/cabinet/00497881/suda_jelly500.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/g00qb1xn.16t5u308.g00qb1xn.16t5vfeb/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Ftokushima-shop%2F08-02-151%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Ftokushima-shop%2Fi%2F10001022%2F&rafcid=wsc_i_is_b93111dd-e085-46a2-a75f-28c1ee5d2de6
PRD_390,크림 인 스다치쿤 쿠키,クッキーマルシェ（クリームinすだちくんクッキー）,도쿠시마현 물산센터(徳島県物産センター),REG_001,PRC_01,864,"크림 인 스다치쿤 쿠키는 도쿠시마 특산 스다치를 활용한 크림 쿠키입니다. 바삭하면서 촉촉한 쿠키 반죽에 상큼한 스다치 향을 더하고, 안쪽에는 적당히 달콤한 크림을 넣은 구움과자입니다. 도쿠시마 캐릭터 스다치쿤 콘셉트를 입힌 지역 과자라는 점도 특징입니다.",캐릭터성이 있어 가벼운 관광 기념품으로 좋음.,1,https://thumbnail.image.rakuten.co.jp/@0_mall/tokushima-shop/cabinet/00497881/cookie-su500.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/g00qb1xn.16t5u308.g00qb1xn.16t5vfeb/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Ftokushima-shop%2F08-02-452%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Ftokushima-shop%2Fi%2F10001040%2F&rafcid=wsc_i_is_b93111dd-e085-46a2-a75f-28c1ee5d2de6
PRD_391,스다치 칩스,すだちチップス,도쿠시마현 물산관(徳島県物産館),REG_001,PRC_01,972,"스다치 칩스는 도쿠시마산 스다치 파우더와 나루토의 우즈 소금을 사용한 지역 한정 스낵입니다. 감자 전분을 바탕으로 한 바삭한 칩에 스다치의 산뜻한 향과 소금의 짭조름함을 더했습니다. 감귤 향이 있는 도쿠시마식 감자칩 계열 과자로, 가벼운 간식이나 안주로 어울리는 맛입니다.",짭짤한 안주형 선물로 추천.,1,https://thumbnail.image.rakuten.co.jp/@0_mall/2003bussankan/cabinet/okasi/imgrc0085543755.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/g00r0pwn.16t5uff7.g00r0pwn.16t5v7ac/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2F2003bussankan%2F16%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2F2003bussankan%2Fi%2F10002653%2F&rafcid=wsc_i_is_b93111dd-e085-46a2-a75f-28c1ee5d2de6
PRD_392,스다치차,すだち茶,유한회사 니코니코야 기념품점(有限会社 ニコニコヤみやげ店),REG_001,PRC_01,756,"스다치차는 스다치의 청량한 향을 간편하게 즐길 수 있는 차 제품입니다. 상품 설명에는 스다치차로 마시기 좋고, 스다치 특유의 향이 산뜻하게 느껴진다고 소개됩니다. 도쿠시마 특산 감귤의 향을 음료 형태로 담은 기념품형 식품입니다.","겨울에는 따뜻한 차, 여름에는 아이스로 활용 가능.",1,https://thumbnail.image.rakuten.co.jp/@0_mall/tokushima-shop/cabinet/00402072/17_02/sudachi_chya.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/g00qb1xn.16t5u308.g00qb1xn.16t5vfeb/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Ftokushima-shop%2F14-051%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Ftokushima-shop%2Fi%2F10000387%2F&rafcid=wsc_i_is_b93111dd-e085-46a2-a75f-28c1ee5d2de6
PRD_393,일번착즙 스다치 폰즈,一番しぼり すだちポン酢 360ml,노다 허니(野田ハニー),REG_001,PRC_01,702,"일번착즙 스다치 폰즈는 노다 허니의 360밀리리터 폰즈 간장입니다. 수확 시작 후 약 일주일의 제철 시기에 짠 일번착즙 스다치 과즙에 유자와 유코우 과즙을 더해 감귤 향을 부드럽게 살렸습니다. 염도를 낮춘 폰즈 간장으로 소개되어, 생선이나 고기, 두부 같은 재료의 맛을 감귤 산미로 깔끔하게 받쳐주는 조미료입니다.",샤브샤브·회·두부용 실용 선물로 좋음.,1,https://thumbnail.image.rakuten.co.jp/@0_mall/genki-bar/cabinet/sudachi/1ponsudachi.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/g00pj7kn.16t5uac7.g00pj7kn.16t5vf0c/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fgenki-bar%2Fsudachi_ichibanpon360%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fgenki-bar%2Fi%2F10000083%2F&rafcid=wsc_i_is_b93111dd-e085-46a2-a75f-28c1ee5d2de6
PRD_394,스다치 소금다레,すだち塩だれ 200ml,노다 허니(野田ハニー),REG_001,PRC_01,410,"스다치 소금다레는 노다 허니가 도쿠시마현산 스다치를 사용해 만든 200밀리리터 논오일 양념장입니다. 천연 스다치 과피의 상큼한 향에 마늘의 깊은 풍미를 더한 소금다레로 소개됩니다. 인공 향료와 보존료를 쓰지 않은 산뜻한 조미료라 샐러드, 고기 요리, 파스타, 두부 요리 등 여러 음식에 곁들이기 좋습니다.",고기·채소에 잘 어울려 자취생 선물로도 좋음.,1,https://thumbnail.image.rakuten.co.jp/@0_mall/tsutsu-uraura/cabinet/productpic_01/imgrc0068078477.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/g00r7kkn.16t5u9de.g00r7kkn.16t5v244/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Ftsutsu-uraura%2Fnodah-shiodare200ml%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Ftsutsu-uraura%2Fi%2F10002565%2F&rafcid=wsc_i_is_b93111dd-e085-46a2-a75f-28c1ee5d2de6
PRD_395,스다치 참깨다레 드레싱,すだち胡麻だれドレッシング200ml,노다 허니(野田ハニー),REG_001,PRC_01,410,"스다치 참깨다레 드레싱은 노다 허니의 200밀리리터 지역 드레싱입니다. 스다치의 상큼한 향과 참깨다레의 고소한 맛을 함께 살린 조미료로, 샐러드나 두부, 고기 요리에 곁들이기 좋은 형태입니다. 도쿠시마 특산 감귤의 산뜻함을 참깨 소스의 부드러운 맛과 연결한 상품입니다.",샐러드·냉샤브용으로 실용성이 높음.,1,https://thumbnail.image.rakuten.co.jp/@0_mall/tokushima-shop/cabinet/00401579/13_02/13_su_gomadare.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/g00qb1xn.16t5u308.g00qb1xn.16t5vfeb/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Ftokushima-shop%2F18-17-012%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Ftokushima-shop%2Fi%2F10001129%2F&rafcid=wsc_i_is_b93111dd-e085-46a2-a75f-28c1ee5d2de6
PRD_396,스다치 마멀레이드 400g,すだちマーマレード 400g,노다 허니(野田ハニー),REG_001,PRC_01,864,"스다치 마멀레이드는 노다 허니가 만든 400그램 잼입니다. 설탕 대신 벌꿀을 사용해 단맛을 부드럽게 조절한 스다치 마멀레이드로 소개됩니다. 선명한 녹색의 스다치 껍질 향과 산뜻한 감귤 풍미가 특징이며, 토스트나 요거트, 디저트에 곁들이기 좋은 잼입니다.",토스트·요거트에 잘 어울려 가족 선물로 좋음.,1,https://thumbnail.image.rakuten.co.jp/@0_mall/tsutsu-uraura/cabinet/11567390/4989264511551-3.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/g00r7kkn.16t5u9de.g00r7kkn.16t5v244/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Ftsutsu-uraura%2Fnoda-m-400-3s%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Ftsutsu-uraura%2Fi%2F10022134%2F&rafcid=wsc_i_is_b93111dd-e085-46a2-a75f-28c1ee5d2de6
PRD_397,도쿠시마 부카케 스다치 우동 2인분,徳島ぶっかけすだちうどん2人前,JA도쿠시마시 계열/도쿠시마현 물산센터(판매)(JA徳島市系／徳島県物産センター（販売）),REG_001,PRC_01,756,도쿠시마 부카케 스다치 우동은 생우동과 도쿠시마산 스다치 과즙을 함께 구성한 우동 세트입니다. 차갑거나 간단하게 비벼 먹는 부카케 우동에 스다치의 산뜻한 향을 더해 도쿠시마다운 감귤 풍미를 살립니다. 우동과 지역 특산 스다치를 함께 맛볼 수 있는 식사형 상품입니다.,귀국 후 간단히 현지 맛을 재현하기 좋음.,1,https://thumbnail.image.rakuten.co.jp/@0_mall/tokushima-shop/cabinet/00401825/08_01/udon_subu2_2023.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/g00qb1xn.16t5u308.g00qb1xn.16t5vfeb/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Ftokushima-shop%2Fg28u60%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Ftokushima-shop%2Fi%2F10001343%2F&rafcid=wsc_i_is_b93111dd-e085-46a2-a75f-28c1ee5d2de6
PRD_398,나루토금시 고프레트 16매입,鳴門金時ゴーフレット16枚入,도쿠시마현 물산센터(판매)(徳島県物産センター（販売）),REG_001,PRC_01,972,나루토금시 고프레트는 도쿠시마 특산 고구마 나루토금시의 풍미를 담은 16매입 고프레트 과자입니다. 바삭하고 얇은 고프레트 사이에 고구마 크림을 넣은 샌드형 과자입니다. 나루토금시의 부드러운 단맛을 가볍게 먹기 좋은 서양식 과자 형태로 만든 지역 간식입니다.,개별 포장이라 직장·학교 선물에 적합.,1,https://dzwpvqehwr7zl.cloudfront.net/omios/products/generated/_review/PRD_398/PRD_398_packshot_v1.png,https://tokushima-shop.jp/?pid=190223033&utm_source=
PRD_399,나루토금시 파이 14매입,鳴門金時パイ 14枚入,도쿠시마현 물산센터(판매)(徳島県物産センター（販売）),REG_001,PRC_01,648,나루토금시 파이는 도쿠시마 특산 나루토금시 고구마의 풍미를 살린 14매입 파이 과자입니다. 상품 설명에는 나루토금시 고구마의 고급스러운 단맛과 향이 퍼지는 파이라고 소개됩니다. 바삭한 파이 식감과 고구마의 은은한 단맛을 함께 느낄 수 있는 지역 과자입니다.,부담 없는 가격의 단체용 선물로 좋음.,1,https://thumbnail.image.rakuten.co.jp/@0_mall/tokushima-shop/cabinet/00497881/15_10/kintoki_pie28a.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/53033622.7bbb75b6.53033623.c98a76f0/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Ftokushima-shop%2F08-02-342%2F&m=https%3A%2F%2Fitem.rakuten.co.jp%2Ftokushima-shop%2F08-02-342%2F
PRD_400,나루토 소금 버터 샌드 5개입,鳴門塩バターサンド5個入,도쿠시마현 물산센터(판매)(徳島県物産センター（販売）),REG_001,PRC_01,972,"나루토 소금 버터 샌드는 나루토의 소금과 버터 풍미를 살린 5개입 샌드 과자입니다. 상품 설명에는 소금 버터와 팥의 풍미가 균형을 이루고, 거칠게 바삭한 식감이 특징이라고 소개됩니다. 짭조름한 버터 맛과 단팥의 부드러운 단맛이 함께 나는 도쿠시마 기념품형 과자입니다.",고급스러운 포장 과자 선물로 추천.,1,https://thumbnail.image.rakuten.co.jp/@0_mall/tokushima-shop/cabinet/00497881/15_10/sio_sand5a.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/g00qb1xn.16t5u308.g00qb1xn.16t5vfeb/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Ftokushima-shop%2F08-02-052%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Ftokushima-shop%2Fi%2F10001335%2F&rafcid=wsc_i_is_b93111dd-e085-46a2-a75f-28c1ee5d2de6
PRD_401,아와 와산본 레이즌 샌드 8개입,阿波和三盆レーズンサンド8個入,도쿠시마현 물산센터(판매)(徳島県物産センター（販売）),REG_001,PRC_02,1110,아와 와산본 레이즌 샌드는 도쿠시마의 아와 와산본을 사용한 8개입 샌드 과자입니다. 와산본 특유의 섬세하고 부드러운 단맛을 살린 크림에 건포도를 더해 풍미를 냅니다. 부드러운 크림과 레이즌의 향을 함께 느낄 수 있는 고급형 디저트 과자입니다.,어른 취향의 디저트 선물로 좋음.,1,https://dzwpvqehwr7zl.cloudfront.net/omios/products/generated/_review/PRD_401/PRD_401_packshot_v1.png,https://tokushima-shop.jp/?pid=187694045&utm_source=
PRD_402,아와의 무희 쇼콜라 샌드 쿠키 24개입,阿波の踊り子 焼きショコラサンドクッキー24個入,야오히데(八百秀),REG_001,PRC_02,1188,"아와의 무희 쇼콜라 샌드 쿠키는 도쿠시마의 아와오도리 무희 이미지를 디자인에 활용한 24개입 쿠키입니다. 구운 쇼콜라를 쿠키 사이에 샌드한 형태로, 초콜릿의 풍미와 바삭한 식감을 함께 살렸습니다. 아와오도리라는 지역 축제 이미지를 과자 디자인에 담은 도쿠시마 기념품형 쿠키입니다.",도쿠시마 느낌이 강한 단체 선물로 적합.,1,https://thumbnail.image.rakuten.co.jp/@0_mall/tokushima-shop/cabinet/00497881/15_10/awadan_cookie24b.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/53033622.7bbb75b6.53033623.c98a76f0/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fgakuhu%2Fm4533248138717%2F&m=https%3A%2F%2Fitem.rakuten.co.jp%2Fgakuhu%2Fm4533248138717%2F
PRD_403,나루토금시 포테렛 5개입,鳴門金時ポテレット5個入,일로자(イルローザ),REG_001,PRC_02,1152,나루토금시 포테렛은 도쿠시마 양과자점 일로자가 만든 5개입 고구마 디저트입니다. 촉촉한 사블레 반죽과 스위트포테이토가 하나로 어우러진 식감이 특징으로 소개됩니다. 나루토금시 고구마의 단맛을 부드러운 양과자 형태로 살린 상품입니다.,디저트 좋아하는 사람에게 고급 간식 선물로 좋음.,1,https://thumbnail.image.rakuten.co.jp/@0_mall/tokushima-shop/cabinet/00497881/15_8/poteret5b.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/g00qb1xn.16t5u308.g00qb1xn.16t5vfeb/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Ftokushima-shop%2Fgi0kas705p%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Ftokushima-shop%2Fi%2F10000945%2F&rafcid=wsc_i_is_b93111dd-e085-46a2-a75f-28c1ee5d2de6
PRD_404,금장만주,金長まんじゅう,주식회사 하레루야(株式会社ハレルヤ),REG_001,PRC_01,162,"금장만주는 하레루야가 1937년에 만든 도쿠시마 명과입니다. 초콜릿 풍미의 반죽으로 직접 만든 흰 팥앙금을 감싼 만주로, 쌉싸름한 겉피와 담백한 앙금의 조화가 특징입니다. 도쿠시마를 대표하는 과자 중 하나로 오래 이어진 브랜드 스토리를 지닌 상품입니다.",도쿠시마 전통 과자 입문용으로 추천.,1,https://thumbnail.image.rakuten.co.jp/@0_mall/tokushima-shop/cabinet/00497881/15_7/kintyou4c500a.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/g00qb1xn.16t5u308.g00qb1xn.16t5vfeb/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Ftokushima-shop%2F08-01-70%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Ftokushima-shop%2Fi%2F10000487%2F&rafcid=wsc_i_is_b93111dd-e085-46a2-a75f-28c1ee5d2de6
