product_code,age_group_code,note
PRD_541,AGE_004,30대 (가족과 함께 쓰기 좋은 피오네 과일 통조림)
PRD_541,AGE_005,40대 (실용적인 선물로 무난한 피오네 과일 통조림)
PRD_542,AGE_004,30대 (가족 식탁에 활용하기 좋은 손연 소면 마쓰노유키)
PRD_542,AGE_005,40대 (지역 식재료에 관심 있는 40대용 손연 소면 마쓰노유키)
PRD_542,AGE_006,50대 (집밥과 곁들이기 좋은 손연 소면 마쓰노유키)
PRD_542,AGE_003,20대 (현지 맛을 직접 즐기기 좋은 손연 소면 마쓰노유키)
PRD_543,AGE_004,30대 (가족 식탁에 활용하기 좋은 미마사카 손연 말이 면 와소면 와소바 세트)
PRD_543,AGE_005,40대 (지역 식재료에 관심 있는 40대용 미마사카 손연 말이 면 와소면 와소바 세트)
PRD_543,AGE_006,50대 (집밥과 곁들이기 좋은 미마사카 손연 말이 면 와소면 와소바 세트)
PRD_543,AGE_003,20대 (현지 맛을 직접 즐기기 좋은 미마사카 손연 말이 면 와소면 와소바 세트)
PRD_544,AGE_002,10대 (부담 없이 즐기는 캐러멜 자쿠루 간식)
PRD_544,AGE_003,20대 (가볍게 나눠 먹기 좋은 캐러멜 자쿠루)
PRD_544,AGE_004,30대 (커피나 차와 곁들이기 좋은 캐러멜 자쿠루)
PRD_545,AGE_002,10대 (부담 없이 즐기는 히루젠 저지 버터 사탕 간식)
PRD_545,AGE_003,20대 (가볍게 나눠 먹기 좋은 히루젠 저지 버터 사탕)
PRD_545,AGE_004,30대 (커피나 차와 곁들이기 좋은 히루젠 저지 버터 사탕)
PRD_546,AGE_002,10대 (부담 없이 즐기는 가지타니 비스킷 레트로팩 간식)
PRD_546,AGE_003,20대 (가볍게 나눠 먹기 좋은 가지타니 비스킷 레트로팩)
PRD_546,AGE_004,30대 (커피나 차와 곁들이기 좋은 가지타니 비스킷 레트로팩)
PRD_547,AGE_005,40대 (건강 소재를 챙기기 좋은 사쿠슈구로 아마낫토)
PRD_547,AGE_006,50대 (부모님 세대에 맞는 사쿠슈구로 아마낫토)
PRD_547,AGE_002,10대 (부담 없이 즐기는 사쿠슈구로 아마낫토 간식)
PRD_547,AGE_003,20대 (가볍게 나눠 먹기 좋은 사쿠슈구로 아마낫토)
PRD_547,AGE_007,60대 (부담 없이 꾸준히 먹기 좋은 사쿠슈구로 아마낫토)
PRD_548,AGE_004,30대 (집 꾸밈과 실용성을 함께 보는 30대용 구라시키 감말랭이말이)
PRD_548,AGE_005,40대 (격식 있는 선물로 어울리는 구라시키 감말랭이말이)
PRD_548,AGE_006,50대 (장인성과 전통미를 보는 50대용 구라시키 감말랭이말이)
PRD_548,AGE_007,60대 (지역 전통을 오래 즐기기 좋은 구라시키 감말랭이말이)
PRD_548,AGE_008,70대 이상 (소장 가치가 큰 구라시키 감말랭이말이 공예품)
PRD_549,AGE_002,10대 (부담 없이 즐기는 유자 센베이 100g 간식)
PRD_549,AGE_003,20대 (가볍게 나눠 먹기 좋은 유자 센베이 100g)
PRD_549,AGE_004,30대 (커피나 차와 곁들이기 좋은 유자 센베이 100g)
PRD_550,AGE_001,10세 미만 (귀여운 비주얼의 네코 미니 타르트 여름맛 9개 세트)
PRD_550,AGE_002,10대 (가볍게 즐기기 좋은 네코 미니 타르트 여름맛 9개 세트 간식)
PRD_550,AGE_003,20대 (가볍게 나눠 먹기 좋은 네코 미니 타르트 여름맛 9개 세트)
PRD_550,AGE_004,30대 (커피나 차와 곁들이기 좋은 네코 미니 타르트 여름맛 9개 세트)
PRD_551,AGE_002,10대 (부담 없이 즐기는 중간매운맛 와규 스파이스 카레 간식)
PRD_551,AGE_003,20대 (가볍게 나눠 먹기 좋은 중간매운맛 와규 스파이스 카레)
PRD_551,AGE_004,30대 (커피나 차와 곁들이기 좋은 중간매운맛 와규 스파이스 카레)
PRD_551,AGE_005,40대 (전통 간식 선물로 무난한 중간매운맛 와규 스파이스 카레)
PRD_551,AGE_007,60대 (건강과 품질을 함께 보는 60대용 중간매운맛 와규 스파이스 카레)
PRD_552,AGE_002,10대 (부담 없이 즐기는 히루젠 야키소바 세트 2식입 간식)
PRD_552,AGE_003,20대 (가볍게 나눠 먹기 좋은 히루젠 야키소바 세트 2식입)
PRD_552,AGE_005,40대 (지역 식재료에 관심 있는 40대용 히루젠 야키소바 세트 2식입)
PRD_552,AGE_004,30대 (커피나 차와 곁들이기 좋은 히루젠 야키소바 세트 2식입)
PRD_552,AGE_006,50대 (집밥과 곁들이기 좋은 히루젠 야키소바 세트 2식입)
PRD_553,AGE_004,30대 (가족 식탁에 활용하기 좋은 진한 에비메시 소스)
PRD_553,AGE_005,40대 (지역 식재료에 관심 있는 40대용 진한 에비메시 소스)
PRD_553,AGE_006,50대 (집밥과 곁들이기 좋은 진한 에비메시 소스)
PRD_553,AGE_003,20대 (현지 맛을 직접 즐기기 좋은 진한 에비메시 소스)
PRD_554,AGE_002,10대 (부담 없이 즐기는 쓰야마 호르몬 우동 소스 간식)
PRD_554,AGE_003,20대 (가볍게 나눠 먹기 좋은 쓰야마 호르몬 우동 소스)
PRD_554,AGE_005,40대 (지역 식재료에 관심 있는 40대용 쓰야마 호르몬 우동 소스)
PRD_554,AGE_004,30대 (커피나 차와 곁들이기 좋은 쓰야마 호르몬 우동 소스)
PRD_554,AGE_006,50대 (집밥과 곁들이기 좋은 쓰야마 호르몬 우동 소스)
PRD_555,AGE_004,30대 (집 꾸밈과 실용성을 함께 보는 30대용 황부추 바라즈시 재료)
PRD_555,AGE_005,40대 (격식 있는 선물로 어울리는 황부추 바라즈시 재료)
PRD_555,AGE_006,50대 (장인성과 전통미를 보는 50대용 황부추 바라즈시 재료)
PRD_555,AGE_007,60대 (지역 전통을 오래 즐기기 좋은 황부추 바라즈시 재료)
PRD_555,AGE_008,70대 이상 (소장 가치가 큰 황부추 바라즈시 재료 공예품)
PRD_556,AGE_003,20대 (여행 기념으로 고르기 쉬운 오카야마 바라즈시)
PRD_556,AGE_004,30대 (가족과 함께 쓰기 좋은 오카야마 바라즈시)
PRD_556,AGE_005,40대 (실용적인 선물로 무난한 오카야마 바라즈시)
PRD_557,AGE_004,30대 (가족 식탁에 활용하기 좋은 히나세 카키오코 소스 600g)
PRD_557,AGE_005,40대 (지역 식재료에 관심 있는 40대용 히나세 카키오코 소스 600g)
PRD_557,AGE_006,50대 (집밥과 곁들이기 좋은 히나세 카키오코 소스 600g)
PRD_557,AGE_003,20대 (현지 맛을 직접 즐기기 좋은 히나세 카키오코 소스 600g)
PRD_558,AGE_004,30대 (가족 식탁에 활용하기 좋은 오카야마 파스타 세트)
PRD_558,AGE_005,40대 (지역 식재료에 관심 있는 40대용 오카야마 파스타 세트)
PRD_558,AGE_006,50대 (집밥과 곁들이기 좋은 오카야마 파스타 세트)
PRD_558,AGE_003,20대 (현지 맛을 직접 즐기기 좋은 오카야마 파스타 세트)
PRD_559,AGE_004,30대 (가족 식탁에 활용하기 좋은 찰보리 파스타 200g)
PRD_559,AGE_005,40대 (지역 식재료에 관심 있는 40대용 찰보리 파스타 200g)
PRD_559,AGE_006,50대 (집밥과 곁들이기 좋은 찰보리 파스타 200g)
PRD_559,AGE_003,20대 (현지 맛을 직접 즐기기 좋은 찰보리 파스타 200g)
PRD_560,AGE_004,30대 (차 풍미를 부담 없이 즐기는 30대용 가사오카 라멘 2식입)
PRD_560,AGE_005,40대 (티타임 선물로 좋은 가사오카 라멘 2식입)
PRD_560,AGE_006,50대 (차를 즐기는 50대에게 맞는 가사오카 라멘 2식입)
PRD_560,AGE_007,60대 (은은한 향을 선호하는 60대용 가사오카 라멘 2식입)
PRD_560,AGE_003,20대 (현지 맛을 직접 즐기기 좋은 가사오카 라멘 2식입)
PRD_561,AGE_004,30대 (가족 식탁에 활용하기 좋은 오카야마 봇케에 라멘)
PRD_561,AGE_005,40대 (지역 식재료에 관심 있는 40대용 오카야마 봇케에 라멘)
PRD_561,AGE_006,50대 (집밥과 곁들이기 좋은 오카야마 봇케에 라멘)
PRD_561,AGE_003,20대 (현지 맛을 직접 즐기기 좋은 오카야마 봇케에 라멘)
PRD_562,AGE_003,20대 (빵이나 요거트에 곁들이기 좋은 과일 잼)
PRD_562,AGE_004,30대 (아침 식사용으로 쓰기 좋은 실용 선물)
PRD_562,AGE_005,40대 (백도 향을 차분하게 즐기기 좋은 잼)
PRD_562,AGE_006,50대 (달지 않은 과일 가공품을 선호할 때 적합)
PRD_563,AGE_002,10대 (과일 젤리 간식으로 부담 없이 즐기기 좋음)
PRD_563,AGE_003,20대 (상큼한 머스캣 디저트를 좋아하기 쉬움)
PRD_563,AGE_004,30대 (가볍게 나눠 먹는 과일 간식으로 좋음)
PRD_563,AGE_005,40대 (차와 곁들이는 작은 디저트로 무난함)
PRD_564,AGE_004,30대 (집 꾸밈과 실용성을 함께 보는 30대용 와규 시튜)
PRD_564,AGE_005,40대 (격식 있는 선물로 어울리는 와규 시튜)
PRD_564,AGE_006,50대 (장인성과 전통미를 보는 50대용 와규 시튜)
PRD_564,AGE_007,60대 (지역 전통을 오래 즐기기 좋은 와규 시튜)
PRD_564,AGE_008,70대 이상 (소장 가치가 큰 와규 시튜 공예품)
PRD_565,AGE_004,30대 (집에서 요리할 때 활용하기 좋은 조미료)
PRD_565,AGE_005,40대 (식탁 선물로 실용성이 큰 간장)
PRD_565,AGE_006,50대 (다시 풍미가 익숙해 쓰기 편한 조미료)
PRD_565,AGE_007,60대 (간단한 양념으로 요리에 활용하기 좋음)
PRD_565,AGE_008,70대 이상 (익숙한 간장 베이스라 부담 없이 쓰기 좋음)
PRD_566,AGE_004,30대 (가족 식탁에 활용하기 좋은 오카야마 카레)
PRD_566,AGE_005,40대 (지역 식재료에 관심 있는 40대용 오카야마 카레)
PRD_566,AGE_006,50대 (집밥과 곁들이기 좋은 오카야마 카레)
PRD_566,AGE_003,20대 (현지 맛을 직접 즐기기 좋은 오카야마 카레)
PRD_567,AGE_004,30대 (가족 식탁에 활용하기 좋은 모모타로 카레)
PRD_567,AGE_005,40대 (지역 식재료에 관심 있는 40대용 모모타로 카레)
PRD_567,AGE_006,50대 (집밥과 곁들이기 좋은 모모타로 카레)
PRD_567,AGE_003,20대 (현지 맛을 직접 즐기기 좋은 모모타로 카레)
PRD_568,AGE_004,30대 (가족 식탁에 활용하기 좋은 사슴 소시지 슈크루트)
PRD_568,AGE_005,40대 (지역 식재료에 관심 있는 40대용 사슴 소시지 슈크루트)
PRD_568,AGE_006,50대 (집밥과 곁들이기 좋은 사슴 소시지 슈크루트)
PRD_568,AGE_003,20대 (현지 맛을 직접 즐기기 좋은 사슴 소시지 슈크루트)
PRD_569,AGE_002,10대 (부담 없이 즐기는 어부 자랑 첫물 김 조림 간식)
PRD_569,AGE_003,20대 (가볍게 나눠 먹기 좋은 어부 자랑 첫물 김 조림)
PRD_569,AGE_004,30대 (커피나 차와 곁들이기 좋은 어부 자랑 첫물 김 조림)
PRD_570,AGE_004,30대 (집 꾸밈과 실용성을 함께 보는 30대용 소자 셀러리 미네스트로네)
PRD_570,AGE_005,40대 (격식 있는 선물로 어울리는 소자 셀러리 미네스트로네)
PRD_570,AGE_006,50대 (장인성과 전통미를 보는 50대용 소자 셀러리 미네스트로네)
PRD_570,AGE_007,60대 (지역 전통을 오래 즐기기 좋은 소자 셀러리 미네스트로네)
PRD_570,AGE_008,70대 이상 (소장 가치가 큰 소자 셀러리 미네스트로네 공예품)
PRD_571,AGE_004,30대 (집 꾸밈과 실용성을 함께 보는 30대용 적미죽)
PRD_571,AGE_005,40대 (격식 있는 선물로 어울리는 적미죽)
PRD_571,AGE_006,50대 (장인성과 전통미를 보는 50대용 적미죽)
PRD_571,AGE_007,60대 (지역 전통을 오래 즐기기 좋은 적미죽)
PRD_571,AGE_008,70대 이상 (소장 가치가 큰 적미죽 공예품)
PRD_572,AGE_004,30대 (집 꾸밈과 실용성을 함께 보는 30대용 생고구마 수제 곤약 3개입)
PRD_572,AGE_005,40대 (격식 있는 선물로 어울리는 생고구마 수제 곤약 3개입)
PRD_572,AGE_006,50대 (장인성과 전통미를 보는 50대용 생고구마 수제 곤약 3개입)
PRD_572,AGE_007,60대 (지역 전통을 오래 즐기기 좋은 생고구마 수제 곤약 3개입)
PRD_573,AGE_004,30대 (집 꾸밈과 실용성을 함께 보는 30대용 오카야마 바라즈시 소분 타입)
PRD_573,AGE_005,40대 (격식 있는 선물로 어울리는 오카야마 바라즈시 소분 타입)
PRD_573,AGE_006,50대 (장인성과 전통미를 보는 50대용 오카야마 바라즈시 소분 타입)
PRD_573,AGE_007,60대 (지역 전통을 오래 즐기기 좋은 오카야마 바라즈시 소분 타입)
PRD_573,AGE_008,70대 이상 (소장 가치가 큰 오카야마 바라즈시 소분 타입 공예품)
PRD_574,AGE_003,20대 (캐주얼한 데일리 가방을 선호하기 쉬운 연령대)
PRD_574,AGE_004,30대 (외출용 소품으로 실용성을 느끼기 좋은 연령대)
PRD_574,AGE_005,40대 (지역 공예와 생활잡화를 함께 보는 연령대)
PRD_574,AGE_002,10대 (작고 가벼운 데님 소품을 부담 없이 쓰기 좋음)
PRD_575,AGE_002,10대 (말랑한 식감과 단맛이 친숙한 과자)
PRD_575,AGE_003,20대 (오카야마 여행 기념으로 가볍게 즐기기 좋음)
PRD_575,AGE_004,30대 (직장이나 가족과 나눠 먹기 좋은 세트)
PRD_576,AGE_004,30대 (가족 식탁에 활용하기 좋은 굴 매콤조림)
PRD_576,AGE_005,40대 (지역 식재료에 관심 있는 40대용 굴 매콤조림)
PRD_576,AGE_006,50대 (집밥과 곁들이기 좋은 굴 매콤조림)
PRD_576,AGE_003,20대 (현지 맛을 직접 즐기기 좋은 굴 매콤조림)
PRD_577,AGE_002,10대 (부담 없이 즐기는 가이쿤 굴 훈제 올리브오일 절임 소 간식)
PRD_577,AGE_003,20대 (가볍게 나눠 먹기 좋은 가이쿤 굴 훈제 올리브오일 절임 소)
PRD_577,AGE_004,30대 (커피나 차와 곁들이기 좋은 가이쿤 굴 훈제 올리브오일 절임 소)
PRD_578,AGE_004,30대 (가족 식탁에 활용하기 좋은 우조 블랙 소금 김)
PRD_578,AGE_005,40대 (지역 식재료에 관심 있는 40대용 우조 블랙 소금 김)
PRD_578,AGE_006,50대 (집밥과 곁들이기 좋은 우조 블랙 소금 김)
PRD_578,AGE_003,20대 (현지 맛을 직접 즐기기 좋은 우조 블랙 소금 김)
PRD_579,AGE_004,30대 (가족 식탁에 활용하기 좋은 이치방노바시 손연 우동)
PRD_579,AGE_005,40대 (지역 식재료에 관심 있는 40대용 이치방노바시 손연 우동)
PRD_579,AGE_006,50대 (집밥과 곁들이기 좋은 이치방노바시 손연 우동)
PRD_579,AGE_003,20대 (현지 맛을 직접 즐기기 좋은 이치방노바시 손연 우동)
PRD_580,AGE_004,30대 (가족 식탁에 활용하기 좋은 구니미마루 소금 김)
PRD_580,AGE_005,40대 (지역 식재료에 관심 있는 40대용 구니미마루 소금 김)
PRD_580,AGE_006,50대 (집밥과 곁들이기 좋은 구니미마루 소금 김)
PRD_580,AGE_007,60대 (건강과 품질을 함께 보는 60대용 구니미마루 소금 김)
PRD_581,AGE_004,30대 (가족 식탁에 활용하기 좋은 무첨가 맛김)
PRD_581,AGE_005,40대 (지역 식재료에 관심 있는 40대용 무첨가 맛김)
PRD_581,AGE_006,50대 (집밥과 곁들이기 좋은 무첨가 맛김)
PRD_581,AGE_007,60대 (건강과 품질을 함께 보는 60대용 무첨가 맛김)
PRD_582,AGE_004,30대 (집 꾸밈과 실용성을 함께 보는 30대용 비젠야키 맥주컵)
PRD_582,AGE_005,40대 (격식 있는 선물로 어울리는 비젠야키 맥주컵)
PRD_582,AGE_006,50대 (장인성과 전통미를 보는 50대용 비젠야키 맥주컵)
PRD_582,AGE_007,60대 (지역 전통을 오래 즐기기 좋은 비젠야키 맥주컵)
PRD_583,AGE_004,30대 (집 꾸밈과 실용성을 함께 보는 30대용 비젠야키 손잡이 컵 종이상자)
PRD_583,AGE_005,40대 (격식 있는 선물로 어울리는 비젠야키 손잡이 컵 종이상자)
PRD_583,AGE_006,50대 (장인성과 전통미를 보는 50대용 비젠야키 손잡이 컵 종이상자)
PRD_583,AGE_007,60대 (지역 전통을 오래 즐기기 좋은 비젠야키 손잡이 컵 종이상자)
PRD_584,AGE_004,30대 (집 꾸밈과 실용성을 함께 보는 30대용 비젠야키 네코다마 1개입)
PRD_584,AGE_005,40대 (격식 있는 선물로 어울리는 비젠야키 네코다마 1개입)
PRD_584,AGE_006,50대 (장인성과 전통미를 보는 50대용 비젠야키 네코다마 1개입)
PRD_584,AGE_007,60대 (지역 전통을 오래 즐기기 좋은 비젠야키 네코다마 1개입)
PRD_584,AGE_003,20대 (디자인 감도가 있는 20대용 비젠야키 네코다마 1개입)
PRD_585,AGE_004,30대 (집 꾸밈과 실용성을 함께 보는 30대용 비젠야키 모모타마 모모타로)
PRD_585,AGE_005,40대 (격식 있는 선물로 어울리는 비젠야키 모모타마 모모타로)
PRD_585,AGE_006,50대 (장인성과 전통미를 보는 50대용 비젠야키 모모타마 모모타로)
PRD_585,AGE_007,60대 (지역 전통을 오래 즐기기 좋은 비젠야키 모모타마 모모타로)
PRD_585,AGE_003,20대 (디자인 감도가 있는 20대용 비젠야키 모모타마 모모타로)
PRD_586,AGE_005,40대 (건강 소재를 챙기기 좋은 만요 카키모치 감염 믹스)
PRD_586,AGE_006,50대 (부모님 세대에 맞는 만요 카키모치 감염 믹스)
PRD_586,AGE_002,10대 (부담 없이 즐기는 만요 카키모치 감염 믹스 간식)
PRD_586,AGE_003,20대 (가볍게 나눠 먹기 좋은 만요 카키모치 감염 믹스)
PRD_586,AGE_007,60대 (부담 없이 꾸준히 먹기 좋은 만요 카키모치 감염 믹스)
PRD_587,AGE_002,10대 (부담 없이 즐기는 전자레인지 카키모치 건조 간식)
PRD_587,AGE_003,20대 (가볍게 나눠 먹기 좋은 전자레인지 카키모치 건조)
PRD_587,AGE_004,30대 (커피나 차와 곁들이기 좋은 전자레인지 카키모치 건조)
PRD_588,AGE_002,10대 (부담 없이 즐기는 사구 푸딩 6개 세트 간식)
PRD_588,AGE_003,20대 (가볍게 나눠 먹기 좋은 사구 푸딩 6개 세트)
PRD_588,AGE_004,30대 (커피나 차와 곁들이기 좋은 사구 푸딩 6개 세트)
PRD_588,AGE_007,60대 (부드럽게 즐기기 좋은 사구 푸딩 6개 세트)
PRD_589,AGE_002,10대 (부담 없이 즐기는 사구의 풍문 미니 간식)
PRD_589,AGE_003,20대 (가볍게 나눠 먹기 좋은 사구의 풍문 미니)
PRD_589,AGE_004,30대 (커피나 차와 곁들이기 좋은 사구의 풍문 미니)
PRD_590,AGE_002,10대 (부담 없이 즐기는 후루사토 7개입 간식)
PRD_590,AGE_003,20대 (가볍게 나눠 먹기 좋은 후루사토 7개입)
PRD_590,AGE_004,30대 (커피나 차와 곁들이기 좋은 후루사토 7개입)
PRD_591,AGE_002,10대 (부담 없이 즐기는 구운 게 센베이 27매입 간식)
PRD_591,AGE_003,20대 (가볍게 나눠 먹기 좋은 구운 게 센베이 27매입)
PRD_591,AGE_004,30대 (커피나 차와 곁들이기 좋은 구운 게 센베이 27매입)
PRD_592,AGE_002,10대 (부담 없이 즐기는 돗토리 사구를 한입에 간식)
PRD_592,AGE_003,20대 (가볍게 나눠 먹기 좋은 돗토리 사구를 한입에)
PRD_592,AGE_004,30대 (커피나 차와 곁들이기 좋은 돗토리 사구를 한입에)
PRD_593,AGE_002,10대 (부담 없이 즐기는 이십세기 8매입 간식)
PRD_593,AGE_003,20대 (가볍게 나눠 먹기 좋은 이십세기 8매입)
PRD_593,AGE_004,30대 (커피나 차와 곁들이기 좋은 이십세기 8매입)
PRD_594,AGE_002,10대 (부담 없이 즐기는 돗토리 브랜 케이크 하프 간식)
PRD_594,AGE_003,20대 (가볍게 나눠 먹기 좋은 돗토리 브랜 케이크 하프)
PRD_594,AGE_004,30대 (커피나 차와 곁들이기 좋은 돗토리 브랜 케이크 하프)
PRD_595,AGE_002,10대 (부담 없이 즐기는 토토푸딩 네 개 세트 간식)
PRD_595,AGE_003,20대 (가볍게 나눠 먹기 좋은 토토푸딩 네 개 세트)
PRD_595,AGE_004,30대 (커피나 차와 곁들이기 좋은 토토푸딩 네 개 세트)
PRD_595,AGE_007,60대 (부드럽게 즐기기 좋은 토토푸딩 네 개 세트)
PRD_596,AGE_003,20대 (현지 주류를 경험하려는 20대에게 맞는 이나바즈루 고리키 사케카스 구즈모치)
PRD_596,AGE_004,30대 (취향을 나누기 좋은 이나바즈루 고리키 사케카스 구즈모치 술 선물)
PRD_596,AGE_005,40대 (격식 있게 고르기 좋은 이나바즈루 고리키 사케카스 구즈모치 주류)
PRD_596,AGE_006,50대 (천천히 즐기기 좋은 이나바즈루 고리키 사케카스 구즈모치)
PRD_597,AGE_002,10대 (가볍게 소장하기 좋은 돗토리산 생강 파우더 15g)
PRD_597,AGE_003,20대 (친구 선물로 고르기 쉬운 돗토리산 생강 파우더 15g)
PRD_597,AGE_004,30대 (일상에서 활용하기 좋은 돗토리산 생강 파우더 15g)
PRD_598,AGE_004,30대 (집 꾸밈과 실용성을 함께 보는 30대용 사이카엔 특급 신칸센 배 시럽)
PRD_598,AGE_005,40대 (격식 있는 선물로 어울리는 사이카엔 특급 신칸센 배 시럽)
PRD_598,AGE_006,50대 (장인성과 전통미를 보는 50대용 사이카엔 특급 신칸센 배 시럽)
PRD_598,AGE_007,60대 (지역 전통을 오래 즐기기 좋은 사이카엔 특급 신칸센 배 시럽)
PRD_598,AGE_008,70대 이상 (소장 가치가 큰 사이카엔 특급 신칸센 배 시럽 공예품)
PRD_599,AGE_002,10대 (부담 없이 즐기는 돗토리산 목이버섯 조림 3봉 세트 간식)
PRD_599,AGE_003,20대 (가볍게 나눠 먹기 좋은 돗토리산 목이버섯 조림 3봉 세트)
PRD_599,AGE_004,30대 (커피나 차와 곁들이기 좋은 돗토리산 목이버섯 조림 3봉 세트)
PRD_600,AGE_004,30대 (가족 식탁에 활용하기 좋은 특제 다나카 미소)
PRD_600,AGE_005,40대 (지역 식재료에 관심 있는 40대용 특제 다나카 미소)
PRD_600,AGE_006,50대 (집밥과 곁들이기 좋은 특제 다나카 미소)
PRD_600,AGE_003,20대 (현지 맛을 직접 즐기기 좋은 특제 다나카 미소)
PRD_601,AGE_003,20대 (여행 기념으로 고르기 쉬운 돗토리 커리 수프)
PRD_601,AGE_004,30대 (가족과 함께 쓰기 좋은 돗토리 커리 수프)
PRD_601,AGE_005,40대 (실용적인 선물로 무난한 돗토리 커리 수프)
PRD_602,AGE_003,20대 (여행 기념으로 고르기 쉬운 돗토리 커리 필라프)
PRD_602,AGE_004,30대 (가족과 함께 쓰기 좋은 돗토리 커리 필라프)
PRD_602,AGE_005,40대 (실용적인 선물로 무난한 돗토리 커리 필라프)
PRD_603,AGE_002,10대 (부담 없이 즐기는 후쿠다양봉장 렌게 벌꿀 90g 간식)
PRD_603,AGE_003,20대 (가볍게 나눠 먹기 좋은 후쿠다양봉장 렌게 벌꿀 90g)
PRD_603,AGE_005,40대 (지역 식재료에 관심 있는 40대용 후쿠다양봉장 렌게 벌꿀 90g)
PRD_603,AGE_004,30대 (커피나 차와 곁들이기 좋은 후쿠다양봉장 렌게 벌꿀 90g)
PRD_603,AGE_006,50대 (집밥과 곁들이기 좋은 후쿠다양봉장 렌게 벌꿀 90g)
PRD_604,AGE_004,30대 (가족 식탁에 활용하기 좋은 이나사 사시미 간장)
PRD_604,AGE_005,40대 (지역 식재료에 관심 있는 40대용 이나사 사시미 간장)
PRD_604,AGE_006,50대 (집밥과 곁들이기 좋은 이나사 사시미 간장)
PRD_604,AGE_003,20대 (현지 맛을 직접 즐기기 좋은 이나사 사시미 간장)
PRD_605,AGE_002,10대 (부담 없이 즐기는 돗토리 락교 단식초절임 200g 간식)
PRD_605,AGE_003,20대 (가볍게 나눠 먹기 좋은 돗토리 락교 단식초절임 200g)
PRD_605,AGE_005,40대 (지역 식재료에 관심 있는 40대용 돗토리 락교 단식초절임 200g)
PRD_605,AGE_004,30대 (커피나 차와 곁들이기 좋은 돗토리 락교 단식초절임 200g)
PRD_605,AGE_006,50대 (집밥과 곁들이기 좋은 돗토리 락교 단식초절임 200g)
PRD_606,AGE_003,20대 (여행 기념으로 고르기 쉬운 완숙 흑락교 병조림 70g)
PRD_606,AGE_004,30대 (가족과 함께 쓰기 좋은 완숙 흑락교 병조림 70g)
PRD_606,AGE_005,40대 (실용적인 선물로 무난한 완숙 흑락교 병조림 70g)
PRD_607,AGE_004,30대 (가족 식탁에 활용하기 좋은 핑크 간장 하나키후진 로즈 50ml)
PRD_607,AGE_005,40대 (지역 식재료에 관심 있는 40대용 핑크 간장 하나키후진 로즈 50ml)
PRD_607,AGE_006,50대 (집밥과 곁들이기 좋은 핑크 간장 하나키후진 로즈 50ml)
PRD_607,AGE_003,20대 (현지 맛을 직접 즐기기 좋은 핑크 간장 하나키후진 로즈 50ml)
PRD_608,AGE_004,30대 (가족 식탁에 활용하기 좋은 핑크 카레 하나키후진)
PRD_608,AGE_005,40대 (지역 식재료에 관심 있는 40대용 핑크 카레 하나키후진)
PRD_608,AGE_006,50대 (집밥과 곁들이기 좋은 핑크 카레 하나키후진)
PRD_608,AGE_003,20대 (현지 맛을 직접 즐기기 좋은 핑크 카레 하나키후진)
PRD_609,AGE_004,30대 (가족 식탁에 활용하기 좋은 알배기 게 갑라모리)
PRD_609,AGE_005,40대 (지역 식재료에 관심 있는 40대용 알배기 게 갑라모리)
PRD_609,AGE_006,50대 (집밥과 곁들이기 좋은 알배기 게 갑라모리)
PRD_609,AGE_003,20대 (현지 맛을 직접 즐기기 좋은 알배기 게 갑라모리)
PRD_610,AGE_004,30대 (가족 식탁에 활용하기 좋은 특별재배 락교 단식초절임 6봉)
PRD_610,AGE_005,40대 (지역 식재료에 관심 있는 40대용 특별재배 락교 단식초절임 6봉)
PRD_610,AGE_003,20대 (사무실이나 친구 선물로 나누기 좋은 특별재배 락교 단식초절임 6봉)
PRD_610,AGE_006,50대 (집밥과 곁들이기 좋은 특별재배 락교 단식초절임 6봉)
PRD_610,AGE_008,70대 이상 (건강 이미지를 중시하는 고연령층용 특별재배 락교 단식초절임 6봉)
PRD_611,AGE_004,30대 (가족 식탁에 활용하기 좋은 무첨가 천일건조 생선 3종 13매 세트)
PRD_611,AGE_005,40대 (지역 식재료에 관심 있는 40대용 무첨가 천일건조 생선 3종 13매 세트)
PRD_611,AGE_006,50대 (집밥과 곁들이기 좋은 무첨가 천일건조 생선 3종 13매 세트)
PRD_611,AGE_007,60대 (건강과 품질을 함께 보는 60대용 무첨가 천일건조 생선 3종 13매 세트)
PRD_612,AGE_004,30대 (집 꾸밈과 실용성을 함께 보는 30대용 노도구로 포함 건어물 5종 18매 세트)
PRD_612,AGE_005,40대 (격식 있는 선물로 어울리는 노도구로 포함 건어물 5종 18매 세트)
PRD_612,AGE_006,50대 (장인성과 전통미를 보는 50대용 노도구로 포함 건어물 5종 18매 세트)
PRD_612,AGE_007,60대 (지역 전통을 오래 즐기기 좋은 노도구로 포함 건어물 5종 18매 세트)
PRD_612,AGE_008,70대 이상 (소장 가치가 큰 노도구로 포함 건어물 5종 18매 세트 공예품)
PRD_613,AGE_004,30대 (차 풍미를 부담 없이 즐기는 30대용 말차 과자 시쿤)
PRD_613,AGE_002,10대 (부담 없이 즐기는 말차 과자 시쿤 간식)
PRD_613,AGE_005,40대 (티타임 선물로 좋은 말차 과자 시쿤)
PRD_613,AGE_003,20대 (가볍게 나눠 먹기 좋은 말차 과자 시쿤)
PRD_613,AGE_006,50대 (차를 즐기는 50대에게 맞는 말차 과자 시쿤)
