product_code,target_code,note
PRD_511,TGT_008,자신 (여행 중 직접 맛보기 좋은 카보스 온천 센베이 70g)
PRD_512,TGT_006,상사/은사 (장인성이 느껴지는 오타야키 8촌 접시)
PRD_512,TGT_001,부모님 (정성 있는 오타야키 8촌 접시 전통 공예)
PRD_512,TGT_008,자신 (여행의 기억을 남기는 오타야키 8촌 접시)
PRD_512,TGT_004,가족 (집에서 쓰기 좋은 오타야키 8촌 접시)
PRD_513,TGT_006,상사/은사 (장인성이 느껴지는 스카시 우치와 쇼인)
PRD_513,TGT_001,부모님 (정성 있는 스카시 우치와 쇼인 전통 공예)
PRD_513,TGT_008,자신 (여행의 기억을 남기는 스카시 우치와 쇼인)
PRD_514,TGT_003,친구 (함께 맛보기 좋은 조토쿠야 카보스 리큐르)
PRD_514,TGT_006,상사/은사 (격식 있는 조토쿠야 카보스 리큐르 주류 선물)
PRD_514,TGT_001,부모님 (천천히 즐기기 좋은 조토쿠야 카보스 리큐르)
PRD_514,TGT_008,자신 (여행지 술을 직접 경험하는 조토쿠야 카보스 리큐르)
PRD_515,TGT_006,상사/은사 (장인성이 느껴지는 하나무쓰메아미 대나무 손가방)
PRD_515,TGT_003,친구 (여행지 분위기를 전하기 좋은 하나무쓰메아미 대나무 손가방)
PRD_515,TGT_001,부모님 (정성 있는 하나무쓰메아미 대나무 손가방 전통 공예)
PRD_515,TGT_008,자신 (여행의 기억을 남기는 하나무쓰메아미 대나무 손가방)
PRD_516,TGT_006,상사/은사 (장인성이 느껴지는 시치토이 냄비받침 토비형 15cm)
PRD_516,TGT_003,친구 (여행지 분위기를 전하기 좋은 시치토이 냄비받침 토비형 15cm)
PRD_516,TGT_001,부모님 (정성 있는 시치토이 냄비받침 토비형 15cm 전통 공예)
PRD_516,TGT_008,자신 (여행의 기억을 남기는 시치토이 냄비받침 토비형 15cm)
PRD_517,TGT_003,친구 (함께 맛보기 좋은 오이타산 소주 비교 세트)
PRD_517,TGT_006,상사/은사 (격식 있는 오이타산 소주 비교 세트 주류 선물)
PRD_517,TGT_001,부모님 (천천히 즐기기 좋은 오이타산 소주 비교 세트)
PRD_517,TGT_008,자신 (여행지 술을 직접 경험하는 오이타산 소주 비교 세트)
PRD_518,TGT_004,가족 (식탁에서 함께 먹기 좋은 유자고추 다케짱)
PRD_518,TGT_001,부모님 (집밥에 곁들이기 좋은 유자고추 다케짱)
PRD_518,TGT_003,친구 (함께 맛보기 좋은 유자고추 다케짱)
PRD_518,TGT_008,자신 (현지 맛을 집에서 재현하는 유자고추 다케짱)
PRD_519,TGT_006,상사/은사 (장인성이 느껴지는 대나무 감싸개 종이컵 홀더)
PRD_519,TGT_003,친구 (여행지 분위기를 전하기 좋은 대나무 감싸개 종이컵 홀더)
PRD_519,TGT_001,부모님 (정성 있는 대나무 감싸개 종이컵 홀더 전통 공예)
PRD_519,TGT_008,자신 (여행의 기억을 남기는 대나무 감싸개 종이컵 홀더)
PRD_519,TGT_004,가족 (집에서 쓰기 좋은 대나무 감싸개 종이컵 홀더)
PRD_520,TGT_006,상사/은사 (장인성이 느껴지는 하나무쓰메아미 대나무 철발 대)
PRD_520,TGT_001,부모님 (정성 있는 하나무쓰메아미 대나무 철발 대 전통 공예)
PRD_520,TGT_008,자신 (여행의 기억을 남기는 하나무쓰메아미 대나무 철발 대)
PRD_520,TGT_002,연인 (디자인이 돋보이는 하나무쓰메아미 대나무 철발 대)
PRD_521,TGT_003,친구 (여행지 분위기를 전하기 좋은 벳푸 소에부미 편지지 다케가와라 온천)
PRD_521,TGT_008,자신 (개인 소장용으로 좋은 벳푸 소에부미 편지지 다케가와라 온천)
PRD_521,TGT_005,직장동료 (사무실에서 나누기 쉬운 벳푸 소에부미 편지지 다케가와라 온천)
PRD_522,TGT_004,가족 (함께 나눠 먹기 좋은 자비에르와 루이사 대분 명과 24개입 간식)
PRD_522,TGT_005,직장동료 (개별 포장으로 나눠 주기 쉬운 자비에르와 루이사 대분 명과 24개입)
PRD_522,TGT_003,친구 (가볍게 건네기 좋은 자비에르와 루이사 대분 명과 24개입)
PRD_522,TGT_008,자신 (여행 중 직접 맛보기 좋은 자비에르와 루이사 대분 명과 24개입)
PRD_523,TGT_004,가족 (함께 나눠 먹기 좋은 분고노 가와리 딸기맛 간식)
PRD_523,TGT_005,직장동료 (개별 포장으로 나눠 주기 쉬운 분고노 가와리 딸기맛)
PRD_523,TGT_003,친구 (가볍게 건네기 좋은 분고노 가와리 딸기맛)
PRD_523,TGT_008,자신 (여행 중 직접 맛보기 좋은 분고노 가와리 딸기맛)
PRD_524,TGT_004,가족 (함께 나눠 먹기 좋은 대분 유자고추 센베이 간식)
PRD_524,TGT_005,직장동료 (개별 포장으로 나눠 주기 쉬운 대분 유자고추 센베이)
PRD_524,TGT_003,친구 (가볍게 건네기 좋은 대분 유자고추 센베이)
PRD_524,TGT_008,자신 (여행 중 직접 맛보기 좋은 대분 유자고추 센베이)
PRD_525,TGT_004,가족 (함께 나눠 먹기 좋은 유후인 단고지루와 흑밀 야세우마 간식)
PRD_525,TGT_005,직장동료 (개별 포장으로 나눠 주기 쉬운 유후인 단고지루와 흑밀 야세우마)
PRD_525,TGT_003,친구 (가볍게 건네기 좋은 유후인 단고지루와 흑밀 야세우마)
PRD_525,TGT_008,자신 (여행 중 직접 맛보기 좋은 유후인 단고지루와 흑밀 야세우마)
PRD_526,TGT_004,가족 (함께 나눠 먹기 좋은 오이타 와스위츠 야세우마 간식)
PRD_526,TGT_003,친구 (가볍게 건네기 좋은 오이타 와스위츠 야세우마)
PRD_526,TGT_008,자신 (여행 중 직접 맛보기 좋은 오이타 와스위츠 야세우마)
PRD_527,TGT_006,상사/은사 (장인성이 느껴지는 찰보리 야세우마 180g)
PRD_527,TGT_001,부모님 (정성 있는 찰보리 야세우마 180g 전통 공예)
PRD_527,TGT_008,자신 (여행의 기억을 남기는 찰보리 야세우마 180g)
PRD_528,TGT_004,가족 (함께 나눠 먹기 좋은 오이타 카보스 구미 10알입 간식)
PRD_528,TGT_005,직장동료 (개별 포장으로 나눠 주기 쉬운 오이타 카보스 구미 10알입)
PRD_528,TGT_003,친구 (가볍게 건네기 좋은 오이타 카보스 구미 10알입)
PRD_528,TGT_007,어린이 (아이들도 좋아하기 쉬운 오이타 카보스 구미 10알입 단맛)
PRD_528,TGT_008,자신 (여행 중 직접 맛보기 좋은 오이타 카보스 구미 10알입)
PRD_529,TGT_004,가족 (식탁에서 함께 먹기 좋은 오이타 분고 토리텐 4팩 세트)
PRD_529,TGT_001,부모님 (집밥에 곁들이기 좋은 오이타 분고 토리텐 4팩 세트)
PRD_529,TGT_008,자신 (현지 맛을 집에서 재현하는 오이타 분고 토리텐 4팩 세트)
PRD_530,TGT_004,가족 (함께 나눠 먹기 좋은 오이타산 갈치 류큐 4식 세트 간식)
PRD_530,TGT_003,친구 (가볍게 건네기 좋은 오이타산 갈치 류큐 4식 세트)
PRD_530,TGT_001,부모님 (집밥에 곁들이기 좋은 오이타산 갈치 류큐 4식 세트)
PRD_530,TGT_007,어린이 (아이들도 좋아하기 쉬운 오이타산 갈치 류큐 4식 세트 단맛)
PRD_530,TGT_008,자신 (여행 중 직접 맛보기 좋은 오이타산 갈치 류큐 4식 세트)
PRD_531,TGT_004,가족 (식탁에서 함께 먹기 좋은 류큐 타레)
PRD_531,TGT_001,부모님 (집밥에 곁들이기 좋은 류큐 타레)
PRD_531,TGT_003,친구 (함께 맛보기 좋은 류큐 타레)
PRD_531,TGT_008,자신 (현지 맛을 집에서 재현하는 류큐 타레)
PRD_532,TGT_004,가족 (함께 나눠 먹기 좋은 뼈있는 부쓰키리 가라아게 생 간식)
PRD_532,TGT_003,친구 (가볍게 건네기 좋은 뼈있는 부쓰키리 가라아게 생)
PRD_532,TGT_001,부모님 (집밥에 곁들이기 좋은 뼈있는 부쓰키리 가라아게 생)
PRD_532,TGT_008,자신 (여행 중 직접 맛보기 좋은 뼈있는 부쓰키리 가라아게 생)
PRD_533,TGT_004,가족 (함께 나눠 먹기 좋은 나카쓰 가라아게 칩스 85g 간식)
PRD_533,TGT_003,친구 (가볍게 건네기 좋은 나카쓰 가라아게 칩스 85g)
PRD_533,TGT_008,자신 (여행 중 직접 맛보기 좋은 나카쓰 가라아게 칩스 85g)
PRD_534,TGT_004,가족 (식탁에서 함께 먹기 좋은 오이타의 맛 토리텐폰)
PRD_534,TGT_001,부모님 (집밥에 곁들이기 좋은 오이타의 맛 토리텐폰)
PRD_534,TGT_003,친구 (함께 맛보기 좋은 오이타의 맛 토리텐폰)
PRD_534,TGT_008,자신 (현지 맛을 집에서 재현하는 오이타의 맛 토리텐폰)
PRD_535,TGT_004,가족 (식탁에서 함께 먹기 좋은 토리텐 양념 소스 260ml)
PRD_535,TGT_001,부모님 (집밥에 곁들이기 좋은 토리텐 양념 소스 260ml)
PRD_535,TGT_003,친구 (함께 맛보기 좋은 토리텐 양념 소스 260ml)
PRD_535,TGT_008,자신 (현지 맛을 집에서 재현하는 토리텐 양념 소스 260ml)
PRD_536,TGT_003,친구 (여행지 분위기를 전하기 좋은 기비당고)
PRD_536,TGT_008,자신 (개인 소장용으로 좋은 기비당고)
PRD_536,TGT_007,어린이 (시각적 재미가 있는 기비당고)
PRD_536,TGT_005,직장동료 (사무실에서 나누기 쉬운 기비당고)
PRD_537,TGT_004,가족 (함께 나눠 먹기 좋은 오테만주 간식)
PRD_537,TGT_003,친구 (가볍게 건네기 좋은 오테만주)
PRD_537,TGT_008,자신 (여행 중 직접 맛보기 좋은 오테만주)
PRD_538,TGT_004,가족 (함께 나눠 먹기 좋은 무라스즈메 간식)
PRD_538,TGT_005,직장동료 (개별 포장으로 나눠 주기 쉬운 무라스즈메)
PRD_538,TGT_003,친구 (가볍게 건네기 좋은 무라스즈메)
PRD_538,TGT_008,자신 (여행 중 직접 맛보기 좋은 무라스즈메)
PRD_539,TGT_004,가족 (함께 나눠 먹기 좋은 다카세부네 양갱 간식)
PRD_539,TGT_003,친구 (가볍게 건네기 좋은 다카세부네 양갱)
PRD_539,TGT_008,자신 (여행 중 직접 맛보기 좋은 다카세부네 양갱)
PRD_540,TGT_006,상사/은사 (장인성이 느껴지는 시미즈 백도 과일 통조림)
PRD_540,TGT_001,부모님 (정성 있는 시미즈 백도 과일 통조림 전통 공예)
PRD_540,TGT_008,자신 (여행의 기억을 남기는 시미즈 백도 과일 통조림)
PRD_541,TGT_008,자신 (여행 기념으로 직접 간직하기 좋은 피오네 과일 통조림)
PRD_541,TGT_004,가족 (가족과 공유하기 좋은 피오네 과일 통조림)
PRD_541,TGT_003,친구 (가볍게 소개하기 좋은 피오네 과일 통조림)
PRD_542,TGT_004,가족 (식탁에서 함께 먹기 좋은 손연 소면 마쓰노유키)
PRD_542,TGT_001,부모님 (집밥에 곁들이기 좋은 손연 소면 마쓰노유키)
PRD_542,TGT_003,친구 (함께 맛보기 좋은 손연 소면 마쓰노유키)
PRD_542,TGT_008,자신 (현지 맛을 집에서 재현하는 손연 소면 마쓰노유키)
PRD_543,TGT_004,가족 (식탁에서 함께 먹기 좋은 미마사카 손연 말이 면 와소면 와소바 세트)
PRD_543,TGT_001,부모님 (집밥에 곁들이기 좋은 미마사카 손연 말이 면 와소면 와소바 세트)
PRD_543,TGT_003,친구 (함께 맛보기 좋은 미마사카 손연 말이 면 와소면 와소바 세트)
PRD_543,TGT_008,자신 (현지 맛을 집에서 재현하는 미마사카 손연 말이 면 와소면 와소바 세트)
PRD_544,TGT_004,가족 (함께 나눠 먹기 좋은 캐러멜 자쿠루 간식)
PRD_544,TGT_003,친구 (가볍게 건네기 좋은 캐러멜 자쿠루)
PRD_544,TGT_008,자신 (여행 중 직접 맛보기 좋은 캐러멜 자쿠루)
PRD_545,TGT_004,가족 (함께 나눠 먹기 좋은 히루젠 저지 버터 사탕 간식)
PRD_545,TGT_003,친구 (가볍게 건네기 좋은 히루젠 저지 버터 사탕)
PRD_545,TGT_007,어린이 (아이들도 좋아하기 쉬운 히루젠 저지 버터 사탕 단맛)
PRD_545,TGT_008,자신 (여행 중 직접 맛보기 좋은 히루젠 저지 버터 사탕)
PRD_546,TGT_004,가족 (함께 나눠 먹기 좋은 가지타니 비스킷 레트로팩 간식)
PRD_546,TGT_005,직장동료 (개별 포장으로 나눠 주기 쉬운 가지타니 비스킷 레트로팩)
PRD_546,TGT_003,친구 (가볍게 건네기 좋은 가지타니 비스킷 레트로팩)
PRD_546,TGT_008,자신 (여행 중 직접 맛보기 좋은 가지타니 비스킷 레트로팩)
PRD_547,TGT_004,가족 (함께 나눠 먹기 좋은 사쿠슈구로 아마낫토 간식)
PRD_547,TGT_003,친구 (가볍게 건네기 좋은 사쿠슈구로 아마낫토)
PRD_547,TGT_007,어린이 (아이들도 좋아하기 쉬운 사쿠슈구로 아마낫토 단맛)
PRD_547,TGT_008,자신 (여행 중 직접 맛보기 좋은 사쿠슈구로 아마낫토)
PRD_548,TGT_006,상사/은사 (장인성이 느껴지는 구라시키 감말랭이말이)
PRD_548,TGT_003,친구 (여행지 분위기를 전하기 좋은 구라시키 감말랭이말이)
PRD_548,TGT_004,가족 (함께 나눠 먹기 좋은 구라시키 감말랭이말이 간식)
PRD_548,TGT_001,부모님 (정성 있는 구라시키 감말랭이말이 전통 공예)
PRD_548,TGT_008,자신 (여행의 기억을 남기는 구라시키 감말랭이말이)
PRD_549,TGT_004,가족 (함께 나눠 먹기 좋은 유자 센베이 100g 간식)
PRD_549,TGT_003,친구 (가볍게 건네기 좋은 유자 센베이 100g)
PRD_549,TGT_008,자신 (여행 중 직접 맛보기 좋은 유자 센베이 100g)
PRD_550,TGT_004,가족 (함께 나눠 먹기 좋은 네코 미니 타르트 여름맛 9개 세트 간식)
PRD_550,TGT_005,직장동료 (개별 포장으로 나눠 주기 쉬운 네코 미니 타르트 여름맛 9개 세트)
PRD_550,TGT_003,친구 (가볍게 건네기 좋은 네코 미니 타르트 여름맛 9개 세트)
PRD_550,TGT_007,어린이 (아이들도 좋아하기 쉬운 네코 미니 타르트 여름맛 9개 세트 단맛)
PRD_550,TGT_008,자신 (여행 중 직접 맛보기 좋은 네코 미니 타르트 여름맛 9개 세트)
PRD_551,TGT_004,가족 (함께 나눠 먹기 좋은 중간매운맛 와규 스파이스 카레 간식)
PRD_551,TGT_005,직장동료 (개별 포장으로 나눠 주기 쉬운 중간매운맛 와규 스파이스 카레)
PRD_551,TGT_003,친구 (가볍게 건네기 좋은 중간매운맛 와규 스파이스 카레)
PRD_551,TGT_001,부모님 (집밥에 곁들이기 좋은 중간매운맛 와규 스파이스 카레)
PRD_551,TGT_006,상사/은사 (격식을 갖추기 좋은 중간매운맛 와규 스파이스 카레)
PRD_552,TGT_004,가족 (함께 나눠 먹기 좋은 히루젠 야키소바 세트 2식입 간식)
PRD_552,TGT_003,친구 (가볍게 건네기 좋은 히루젠 야키소바 세트 2식입)
PRD_552,TGT_001,부모님 (집밥에 곁들이기 좋은 히루젠 야키소바 세트 2식입)
PRD_552,TGT_007,어린이 (아이들도 좋아하기 쉬운 히루젠 야키소바 세트 2식입 단맛)
PRD_552,TGT_008,자신 (여행 중 직접 맛보기 좋은 히루젠 야키소바 세트 2식입)
PRD_553,TGT_004,가족 (식탁에서 함께 먹기 좋은 진한 에비메시 소스)
PRD_553,TGT_001,부모님 (집밥에 곁들이기 좋은 진한 에비메시 소스)
PRD_553,TGT_003,친구 (함께 맛보기 좋은 진한 에비메시 소스)
PRD_553,TGT_008,자신 (현지 맛을 집에서 재현하는 진한 에비메시 소스)
PRD_554,TGT_004,가족 (함께 나눠 먹기 좋은 쓰야마 호르몬 우동 소스 간식)
PRD_554,TGT_003,친구 (가볍게 건네기 좋은 쓰야마 호르몬 우동 소스)
PRD_554,TGT_001,부모님 (집밥에 곁들이기 좋은 쓰야마 호르몬 우동 소스)
PRD_554,TGT_007,어린이 (아이들도 좋아하기 쉬운 쓰야마 호르몬 우동 소스 단맛)
PRD_554,TGT_008,자신 (여행 중 직접 맛보기 좋은 쓰야마 호르몬 우동 소스)
PRD_555,TGT_006,상사/은사 (장인성이 느껴지는 황부추 바라즈시 재료)
PRD_555,TGT_003,친구 (여행지 분위기를 전하기 좋은 황부추 바라즈시 재료)
PRD_555,TGT_001,부모님 (정성 있는 황부추 바라즈시 재료 전통 공예)
PRD_555,TGT_008,자신 (여행의 기억을 남기는 황부추 바라즈시 재료)
PRD_556,TGT_008,자신 (여행 기념으로 직접 간직하기 좋은 오카야마 바라즈시)
PRD_556,TGT_004,가족 (가족과 공유하기 좋은 오카야마 바라즈시)
PRD_556,TGT_003,친구 (가볍게 소개하기 좋은 오카야마 바라즈시)
PRD_557,TGT_004,가족 (식탁에서 함께 먹기 좋은 히나세 카키오코 소스 600g)
PRD_557,TGT_001,부모님 (집밥에 곁들이기 좋은 히나세 카키오코 소스 600g)
PRD_557,TGT_003,친구 (함께 맛보기 좋은 히나세 카키오코 소스 600g)
PRD_557,TGT_008,자신 (현지 맛을 집에서 재현하는 히나세 카키오코 소스 600g)
PRD_558,TGT_004,가족 (식탁에서 함께 먹기 좋은 오카야마 파스타 세트)
PRD_558,TGT_001,부모님 (집밥에 곁들이기 좋은 오카야마 파스타 세트)
PRD_558,TGT_003,친구 (함께 맛보기 좋은 오카야마 파스타 세트)
PRD_558,TGT_008,자신 (현지 맛을 집에서 재현하는 오카야마 파스타 세트)
PRD_559,TGT_003,친구 (여행지 분위기를 전하기 좋은 찰보리 파스타 200g)
PRD_559,TGT_004,가족 (식탁에서 함께 먹기 좋은 찰보리 파스타 200g)
PRD_559,TGT_008,자신 (개인 소장용으로 좋은 찰보리 파스타 200g)
PRD_559,TGT_001,부모님 (집밥에 곁들이기 좋은 찰보리 파스타 200g)
PRD_560,TGT_004,가족 (가족과 함께 마시기 좋은 가사오카 라멘 2식입)
PRD_560,TGT_001,부모님 (부담 없이 즐기기 좋은 가사오카 라멘 2식입 음료)
PRD_560,TGT_008,자신 (여행지 풍미를 즐기는 가사오카 라멘 2식입)
PRD_560,TGT_003,친구 (함께 맛보기 좋은 가사오카 라멘 2식입)
PRD_561,TGT_004,가족 (식탁에서 함께 먹기 좋은 오카야마 봇케에 라멘)
PRD_561,TGT_001,부모님 (집밥에 곁들이기 좋은 오카야마 봇케에 라멘)
PRD_561,TGT_003,친구 (함께 맛보기 좋은 오카야마 봇케에 라멘)
PRD_561,TGT_008,자신 (현지 맛을 집에서 재현하는 오카야마 봇케에 라멘)
PRD_562,TGT_004,가족 (아침 식탁에 곁들이기 좋은 백도 잼)
PRD_562,TGT_003,친구 (과일 잼을 가볍게 전하기 좋은 선물)
PRD_562,TGT_005,직장동료 (작은 병 포장이라 부담 없이 주기 좋음)
PRD_562,TGT_008,자신 (여행 후 집에서 오카야마 백도 맛을 즐기기 좋음)
PRD_563,TGT_003,친구 (머스캣 젤리를 함께 맛보기 좋음)
PRD_563,TGT_004,가족 (부드러운 젤리라 여러 세대가 먹기 편함)
PRD_563,TGT_007,어린이 (과일향 젤리라 간식 선물로 무난함)
PRD_563,TGT_008,자신 (가볍게 먹을 오카야마 과일 디저트로 좋음)
PRD_564,TGT_006,상사/은사 (장인성이 느껴지는 와규 시튜)
PRD_564,TGT_001,부모님 (정성 있는 와규 시튜 전통 공예)
PRD_564,TGT_008,자신 (여행의 기억을 남기는 와규 시튜)
PRD_565,TGT_001,부모님 (요리에 바로 쓰기 좋은 실용적인 간장)
PRD_565,TGT_004,가족 (집밥에 감칠맛을 더하기 좋은 조미료)
PRD_565,TGT_005,직장동료 (부담 없는 가격의 실용 선물)
PRD_565,TGT_008,자신 (현지 조미료를 집에서 써 보기 좋음)
PRD_566,TGT_004,가족 (식탁에서 함께 먹기 좋은 오카야마 카레)
PRD_566,TGT_001,부모님 (집밥에 곁들이기 좋은 오카야마 카레)
PRD_566,TGT_003,친구 (함께 맛보기 좋은 오카야마 카레)
PRD_566,TGT_008,자신 (현지 맛을 집에서 재현하는 오카야마 카레)
PRD_567,TGT_003,친구 (여행지 분위기를 전하기 좋은 모모타로 카레)
PRD_567,TGT_004,가족 (식탁에서 함께 먹기 좋은 모모타로 카레)
PRD_567,TGT_008,자신 (개인 소장용으로 좋은 모모타로 카레)
PRD_567,TGT_007,어린이 (시각적 재미가 있는 모모타로 카레)
PRD_567,TGT_001,부모님 (집밥에 곁들이기 좋은 모모타로 카레)
PRD_568,TGT_008,자신 (여행 기념으로 직접 간직하기 좋은 사슴 소시지 슈크루트)
PRD_568,TGT_004,가족 (가족과 공유하기 좋은 사슴 소시지 슈크루트)
PRD_568,TGT_003,친구 (가볍게 소개하기 좋은 사슴 소시지 슈크루트)
PRD_569,TGT_004,가족 (함께 나눠 먹기 좋은 어부 자랑 첫물 김 조림 간식)
PRD_569,TGT_003,친구 (가볍게 건네기 좋은 어부 자랑 첫물 김 조림)
PRD_569,TGT_007,어린이 (아이들도 좋아하기 쉬운 어부 자랑 첫물 김 조림 단맛)
PRD_569,TGT_008,자신 (여행 중 직접 맛보기 좋은 어부 자랑 첫물 김 조림)
PRD_570,TGT_006,상사/은사 (장인성이 느껴지는 소자 셀러리 미네스트로네)
PRD_570,TGT_003,친구 (여행지 분위기를 전하기 좋은 소자 셀러리 미네스트로네)
PRD_570,TGT_001,부모님 (정성 있는 소자 셀러리 미네스트로네 전통 공예)
PRD_570,TGT_008,자신 (여행의 기억을 남기는 소자 셀러리 미네스트로네)
PRD_571,TGT_006,상사/은사 (장인성이 느껴지는 적미죽)
PRD_571,TGT_003,친구 (여행지 분위기를 전하기 좋은 적미죽)
PRD_571,TGT_001,부모님 (정성 있는 적미죽 전통 공예)
PRD_571,TGT_008,자신 (여행의 기억을 남기는 적미죽)
PRD_572,TGT_006,상사/은사 (장인성이 느껴지는 생고구마 수제 곤약 3개입)
PRD_572,TGT_004,가족 (함께 나눠 먹기 좋은 생고구마 수제 곤약 3개입 간식)
PRD_572,TGT_001,부모님 (정성 있는 생고구마 수제 곤약 3개입 전통 공예)
PRD_572,TGT_005,직장동료 (개별 포장으로 나눠 주기 쉬운 생고구마 수제 곤약 3개입)
PRD_572,TGT_003,친구 (가볍게 건네기 좋은 생고구마 수제 곤약 3개입)
PRD_573,TGT_006,상사/은사 (장인성이 느껴지는 오카야마 바라즈시 소분 타입)
PRD_573,TGT_003,친구 (여행지 분위기를 전하기 좋은 오카야마 바라즈시 소분 타입)
PRD_573,TGT_001,부모님 (정성 있는 오카야마 바라즈시 소분 타입 전통 공예)
PRD_573,TGT_008,자신 (여행의 기억을 남기는 오카야마 바라즈시 소분 타입)
PRD_574,TGT_003,친구 (가볍게 들 수 있는 캐주얼한 데님 잡화)
PRD_574,TGT_008,자신 (여행 후에도 자주 쓰기 좋은 미니 토트)
PRD_574,TGT_002,연인 (부담스럽지 않게 건네기 좋은 실용적인 선물)
PRD_574,TGT_005,직장동료 (개성은 있으면서도 활용도가 높은 소품)
PRD_575,TGT_004,가족 (오카야마 대표 과자를 함께 나누기 좋음)
PRD_575,TGT_003,친구 (지역성이 분명해 여행 선물로 설명하기 쉬움)
PRD_575,TGT_005,직장동료 (개별로 나눠 주기 좋은 과자 세트)
PRD_575,TGT_007,어린이 (말랑하고 달콤한 식감이 친숙함)
PRD_576,TGT_004,가족 (식탁에서 함께 먹기 좋은 굴 매콤조림)
PRD_576,TGT_001,부모님 (집밥에 곁들이기 좋은 굴 매콤조림)
PRD_576,TGT_003,친구 (함께 맛보기 좋은 굴 매콤조림)
PRD_576,TGT_008,자신 (현지 맛을 집에서 재현하는 굴 매콤조림)
PRD_577,TGT_004,가족 (함께 나눠 먹기 좋은 가이쿤 굴 훈제 올리브오일 절임 소 간식)
PRD_577,TGT_003,친구 (가볍게 건네기 좋은 가이쿤 굴 훈제 올리브오일 절임 소)
PRD_577,TGT_008,자신 (여행 중 직접 맛보기 좋은 가이쿤 굴 훈제 올리브오일 절임 소)
PRD_578,TGT_004,가족 (식탁에서 함께 먹기 좋은 우조 블랙 소금 김)
PRD_578,TGT_001,부모님 (집밥에 곁들이기 좋은 우조 블랙 소금 김)
PRD_578,TGT_003,친구 (함께 맛보기 좋은 우조 블랙 소금 김)
PRD_578,TGT_008,자신 (현지 맛을 집에서 재현하는 우조 블랙 소금 김)
PRD_579,TGT_004,가족 (식탁에서 함께 먹기 좋은 이치방노바시 손연 우동)
PRD_579,TGT_001,부모님 (집밥에 곁들이기 좋은 이치방노바시 손연 우동)
PRD_579,TGT_003,친구 (함께 맛보기 좋은 이치방노바시 손연 우동)
PRD_579,TGT_008,자신 (현지 맛을 집에서 재현하는 이치방노바시 손연 우동)
PRD_580,TGT_004,가족 (식탁에서 함께 먹기 좋은 구니미마루 소금 김)
PRD_580,TGT_001,부모님 (집밥에 곁들이기 좋은 구니미마루 소금 김)
PRD_580,TGT_006,상사/은사 (격식을 갖추기 좋은 구니미마루 소금 김 구성)
PRD_580,TGT_003,친구 (함께 맛보기 좋은 구니미마루 소금 김)
PRD_580,TGT_008,자신 (현지 맛을 집에서 재현하는 구니미마루 소금 김)
PRD_581,TGT_004,가족 (식탁에서 함께 먹기 좋은 무첨가 맛김)
PRD_581,TGT_001,부모님 (집밥에 곁들이기 좋은 무첨가 맛김)
PRD_581,TGT_003,친구 (함께 맛보기 좋은 무첨가 맛김)
PRD_581,TGT_008,자신 (현지 맛을 집에서 재현하는 무첨가 맛김)
PRD_582,TGT_006,상사/은사 (장인성이 느껴지는 비젠야키 맥주컵)
PRD_582,TGT_001,부모님 (정성 있는 비젠야키 맥주컵 전통 공예)
PRD_582,TGT_003,친구 (가볍게 건네기 좋은 비젠야키 맥주컵)
PRD_582,TGT_008,자신 (여행의 기억을 남기는 비젠야키 맥주컵)
PRD_582,TGT_004,가족 (집에서 쓰기 좋은 비젠야키 맥주컵)
PRD_583,TGT_006,상사/은사 (장인성이 느껴지는 비젠야키 손잡이 컵 종이상자)
PRD_583,TGT_001,부모님 (정성 있는 비젠야키 손잡이 컵 종이상자 전통 공예)
PRD_583,TGT_008,자신 (여행의 기억을 남기는 비젠야키 손잡이 컵 종이상자)
PRD_583,TGT_004,가족 (집에서 쓰기 좋은 비젠야키 손잡이 컵 종이상자)
PRD_583,TGT_005,직장동료 (여럿이 나누기 쉬운 비젠야키 손잡이 컵 종이상자 구성)
PRD_584,TGT_006,상사/은사 (장인성이 느껴지는 비젠야키 네코다마 1개입)
PRD_584,TGT_001,부모님 (정성 있는 비젠야키 네코다마 1개입 전통 공예)
PRD_584,TGT_008,자신 (여행의 기억을 남기는 비젠야키 네코다마 1개입)
PRD_584,TGT_002,연인 (디자인이 돋보이는 비젠야키 네코다마 1개입)
PRD_585,TGT_006,상사/은사 (장인성이 느껴지는 비젠야키 모모타마 모모타로)
PRD_585,TGT_003,친구 (여행지 분위기를 전하기 좋은 비젠야키 모모타마 모모타로)
PRD_585,TGT_001,부모님 (정성 있는 비젠야키 모모타마 모모타로 전통 공예)
PRD_585,TGT_007,어린이 (시각적 재미가 있는 비젠야키 모모타마 모모타로)
PRD_585,TGT_008,자신 (여행의 기억을 남기는 비젠야키 모모타마 모모타로)
PRD_586,TGT_001,부모님 (건강을 생각해 고르기 좋은 만요 카키모치 감염 믹스)
PRD_586,TGT_004,가족 (함께 나눠 먹기 좋은 만요 카키모치 감염 믹스 간식)
PRD_586,TGT_003,친구 (가볍게 건네기 좋은 만요 카키모치 감염 믹스)
PRD_586,TGT_008,자신 (여행 중 직접 맛보기 좋은 만요 카키모치 감염 믹스)
PRD_587,TGT_004,가족 (함께 나눠 먹기 좋은 전자레인지 카키모치 건조 간식)
PRD_587,TGT_003,친구 (가볍게 건네기 좋은 전자레인지 카키모치 건조)
PRD_587,TGT_008,자신 (여행 중 직접 맛보기 좋은 전자레인지 카키모치 건조)
